day,hour,beta0,alpha,rho,o2,o2_pred,year,month,yday,par,wspeed,temp,do_eq,sch_conv,nhour,T_S,proc_err,gamma_1,gamma_2,k0,k1,k2,sig_obs,temp_ref,z,do,type,seed,D_M
18,12,378.359454258733,1.487563638768814,88.61885933626635,11085.436871785278,11117.400716950562,2012,6,180,226.10041362110593,2.4,14.2,9387.4534135409,0.3810495486191643,24,1,7.031514659720415,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,11394.897849041501,fixed_all,4,18
18,13,378.359454258733,1.487563638768814,88.61885933626635,11105.227731284745,11125.737862618062,2012,6,180,170.7078156418156,1.9,14.19,9389.84196622641,0.38114118928102714,24,1,-7.644387026750337,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,11410.144199273125,fixed_all,4,18
18,14,378.359454258733,1.487563638768814,88.61885933626635,11140.569793564375,11183.934156026673,2012,6,180,265.62121610282634,1.5,14.17,9394.621967173543,0.38132462046003046,24,1,-127.48060585897838,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,11291.023201028383,fixed_all,4,18
18,15,378.359454258733,1.487563638768814,88.61885933626635,11190.728395150363,11222.06232045577,2012,6,180,230.18250981187737,2.4,14.175,9393.426604827273,0.38127874392358696,24,1,-11.914205077599036,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,11317.79038770906,fixed_all,4,18
18,16,378.359454258733,1.487563638768814,88.61885933626635,11288.984945481729,11325.135240490257,2012,6,180,259.8982444875358,2.4,14.2,9387.4534135409,0.3810495486191643,24,1,-90.48406216267176,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,11252.54240504928,fixed_all,4,18
18,17,378.359454258733,1.487563638768814,88.61885933626635,11289.937158576544,11341.302195007638,2012,6,180,401.50893751355403,2.5,14.22,9382.679201141802,0.3808664169942881,24,1,10.283418025919673,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,11296.459503395341,fixed_all,4,18
18,18,378.359454258733,1.487563638768814,88.61885933626635,11324.163011974426,11365.495512152998,2012,6,180,391.6957896033268,4,14.265,9371.951307473333,0.38045509947787204,24,1,81.9761683224715,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,11435.386664139018,fixed_all,4,18
18,19,378.359454258733,1.487563638768814,88.61885933626635,11292.497025470444,11332.864294154402,2012,6,180,468.27116065219445,4.6,14.31,9361.242876510489,0.38004478853112894,24,1,-238.55234084858057,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,11239.845481463868,fixed_all,4,18
18,20,378.359454258733,1.487563638768814,88.61885933626635,11409.445270561464,11409.767044825185,2012,6,180,229.57879581593073,5.8,14.335,9355.302140638702,0.3798172718985191,24,1,-116.50082299708447,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,11173.26539071306,fixed_all,4,18
18,21,378.359454258733,1.487563638768814,88.61885933626635,11411.069101886467,11398.510088371335,2012,6,180,149.1076692664859,5,14.3,9363.620848291095,0.38013588189936004,24,1,-67.0608042744243,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,11107.61154051598,fixed_all,4,18
18,22,378.359454258733,1.487563638768814,88.61885933626635,11558.354003336884,11575.72095808552,2012,6,180,207.53790328330564,3,14.25,9375.525107172938,0.3805920933353472,24,1,-49.65384090104635,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,11042.716502678091,fixed_all,4,18
18,23,378.359454258733,1.487563638768814,88.61885933626635,11633.90330822446,11589.808359371355,2012,6,180,64.69463904353438,4.4,14.22,9382.679201141802,0.3808664169942881,24,1,34.94655125251484,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,11096.992226932618,fixed_all,4,18
18,24,378.359454258733,1.487563638768814,88.61885933626635,11516.263544357596,11466.966396194695,2012,6,180,26.616303339353273,3.4,14.15,9399.405832364082,0.3815082516548478,24,1,-0.9505288658365316,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,11052.605201780989,fixed_all,4,18
19,1,378.359454258733,1.487563638768814,88.61885933626635,11528.786797221044,11472.76313028655,2012,6,181,13.095764322322939,3.6,14.085,9414.980132164703,0.3821064374300666,24,1,84.41507363270102,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,11084.873043318477,fixed_all,4,19
19,2,378.359454258733,1.487563638768814,88.61885933626635,11465.12613931776,11410.315595881428,2012,6,181,5.280578687178012,3.1,14.04,9425.786351116554,0.3825218097300217,24,1,-131.56919222307806,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,10893.807357678003,fixed_all,4,19
19,3,378.359454258733,1.487563638768814,88.61885933626635,11444.976519167043,11380.93149920152,2012,6,181,5.278667223594898,4.3,13.969999999999999,9442.63520071646,0.3831699745920542,24,1,-11.135180635525103,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,10826.129955910217,fixed_all,4,19
19,4,378.359454258733,1.487563638768814,88.61885933626635,11414.959130552277,11361.58731121099,2012,6,181,18.151097077966895,3.9,13.9,9459.531901771627,0.38382062052750515,24,1,18.93671787625317,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,10783.858610629579,fixed_all,4,19
19,5,378.359454258733,1.487563638768814,88.61885933626635,11429.366958878109,11389.763789071523,2012,6,181,41.60178465713607,3.5,13.835,9475.264700911755,0.3844270228433111,24,1,46.35973810775067,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,10778.479650413312,fixed_all,4,19
19,6,378.359454258733,1.487563638768814,88.61885933626635,11418.165786451462,11379.601219206477,2012,6,181,58.103325256843554,4.4,13.795,9484.967072298863,0.3848012652728696,24,1,7.702357091104204,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,10747.54483474314,fixed_all,4,19
19,7,378.359454258733,1.487563638768814,88.61885933626635,11290.812966686755,11278.77716000543,2012,6,181,90.19211991189117,2.9,13.745000000000001,9497.117222293668,0.3852702203526398,24,1,64.55613557744073,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,10777.021131987865,fixed_all,4,19
19,8,378.359454258733,1.487563638768814,88.61885933626635,11280.087886359572,11282.12906482808,2012,6,181,150.82386051006185,4.1,13.684999999999999,9511.730029712979,0.385834661397914,24,1,42.192817796247255,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,10804.801528662156,fixed_all,4,19
19,9,378.359454258733,1.487563638768814,88.61885933626635,11285.87460841395,11306.887403927436,2012,6,181,212.21748168516777,3.6,13.64,9522.713059079953,0.3862592095329702,24,1,71.77601005729593,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,10879.640420779186,fixed_all,4,19
