date_time,lux
2017-07-23T14:31:13Z,154312.1
2017-07-23T14:46:13Z,154312.1
2017-07-23T15:01:13Z,148801
2017-07-23T15:16:13Z,154312.1
2017-07-23T15:31:13Z,154312.1
2017-07-23T15:46:13Z,126756.4
2017-07-23T16:01:13Z,99200.7
2017-07-23T16:16:13Z,137778.7
2017-07-23T16:31:13Z,115734.1
2017-07-23T16:46:13Z,104711.8
2017-07-23T17:01:13Z,126756.4
2017-07-23T17:16:13Z,104711.8
2017-07-23T17:31:13Z,115734.1
2017-07-23T17:46:13Z,99200.7
2017-07-23T18:01:13Z,93689.5
2017-07-23T18:16:13Z,30311.3
2017-07-23T18:31:13Z,11022.3
2017-07-23T18:46:13Z,88178.4
2017-07-23T19:01:13Z,15155.7
2017-07-23T19:16:13Z,19977.9
2017-07-23T19:31:13Z,22044.6
2017-07-23T19:46:13Z,26178
2017-07-23T20:01:13Z,6544.5
2017-07-23T20:16:13Z,9644.5
2017-07-23T20:31:13Z,13089
2017-07-23T20:46:13Z,6544.5
2017-07-23T21:01:13Z,6544.5
2017-07-23T21:16:13Z,6200
2017-07-23T21:31:13Z,4822.3
2017-07-23T21:46:13Z,4650
2017-07-23T22:01:13Z,3100
2017-07-23T22:16:13Z,1808.3
2017-07-23T22:31:13Z,1076.4
2017-07-23T22:46:13Z,764.2
2017-07-23T23:01:13Z,527.4
2017-07-23T23:16:13Z,355.2
2017-07-23T23:31:13Z,193.8
2017-07-23T23:46:13Z,118.4
2017-07-24T00:01:13Z,75.3
2017-07-24T00:16:13Z,43.1
2017-07-24T00:31:13Z,32.3
2017-07-24T00:46:13Z,21.5
2017-07-24T01:01:13Z,10.8
2017-07-24T01:16:13Z,10.8
2017-07-24T01:31:13Z,10.8
2017-07-24T01:46:13Z,10.8
2017-07-24T02:01:13Z,21.5
2017-07-24T02:16:13Z,43.1
2017-07-24T02:31:13Z,64.6
2017-07-24T02:46:13Z,129.2
2017-07-24T03:01:13Z,226
2017-07-24T03:16:13Z,355.2
2017-07-24T03:31:13Z,549
2017-07-24T03:46:13Z,796.5
2017-07-24T04:01:13Z,1808.3
2017-07-24T04:16:13Z,2669.5
2017-07-24T04:31:13Z,3444.5
2017-07-24T04:46:13Z,3444.5
2017-07-24T05:01:13Z,4305.6
2017-07-24T05:16:13Z,4650
2017-07-24T05:31:13Z,4994.5
2017-07-24T05:46:13Z,5166.7
2017-07-24T06:01:13Z,5166.7
2017-07-24T06:16:13Z,5166.7
2017-07-24T06:31:13Z,5338.9
2017-07-24T06:46:13Z,5166.7
2017-07-24T07:01:13Z,4650
