Date_Time,temp,wdir,wspeed,wspeedbw,gust,RADGL
2010-07-01T12:00:00Z,7.6,64,7,7.1,10,98.45
2010-07-01T13:00:00Z,7.8,69,7.2,7.6,11.4,77.05
2010-07-01T14:00:00Z,7.6,61,7.7,8.8,11.5,81.67
2010-07-01T15:00:00Z,7.2,62,8,8,10.9,68.37
2010-07-01T16:00:00Z,6.7,73,8.4,8.9,11.6,58.92
2010-07-01T17:00:00Z,6.4,60,7.5,7.7,10.2,53.23
2010-07-01T18:00:00Z,6.3,66,9,9,11.7,48.9
2010-07-01T19:00:00Z,6.1,65,7.8,8.8,11.9,48.2
2010-07-01T20:00:00Z,6.6,51,4.7,7.7,11.1,10.45
2010-07-01T21:00:00Z,7.1,69,6.1,6.1,9.2,4.9
2010-07-01T22:00:00Z,7.2,67,7.8,7.8,10.2,2.1
2010-07-01T23:00:00Z,7.2,57,5.8,8,11.2,1.58
2010-07-02T00:00:00Z,7.3,70,5.7,6.9,10.5,0.53
2010-07-02T01:00:00Z,7.5,78,6.1,7.1,9.8,0.8
2010-07-02T02:00:00Z,7.5,48,3.9,5.9,8.7,0.47
2010-07-02T03:00:00Z,7.5,75,2.1,4,5.7,1.08
2010-07-02T04:00:00Z,7.8,62,4.5,4.5,5.8,7.55
2010-07-02T05:00:00Z,8.7,50,5.1,5.8,7.4,24.4
2010-07-02T06:00:00Z,10.1,240,0.2,4.8,6.8,69.32
2010-07-02T07:00:00Z,9.7,245,1.4,1.6,2.4,119.87
2010-07-02T08:00:00Z,9.1,15,4.1,4.1,5.7,139.22
2010-07-02T09:00:00Z,10.7,339,1.2,4.7,5.8,63.88
2010-07-02T10:00:00Z,11.5,13,1.3,1.8,2.5,141.48
2010-07-02T11:00:00Z,12.2,349,0.9,2.2,3.8,149.08
2010-07-02T12:00:00Z,12.2,55,3.7,4.7,7.4,90.97
2010-07-02T13:00:00Z,12.2,75,3.7,5,6.9,90.05
2010-07-02T14:00:00Z,14,95,4.2,4.7,6.8,133.5
2010-07-02T15:00:00Z,14.4,104,3.6,3.8,5.6,204.8
2010-07-02T16:00:00Z,15,118,3,4.2,6,361.23
2010-07-02T17:00:00Z,14.7,178,2.2,3,5.4,426.78
2010-07-02T18:00:00Z,12.5,273,3.6,4.3,7.7,265.92
2010-07-02T19:00:00Z,14,171,2.5,2.7,5.4,196.8
2010-07-02T20:00:00Z,13.1,140,1.9,2.4,4,224.37
2010-07-02T21:00:00Z,11.8,116,3.4,6.1,8.4,84.68
2010-07-02T22:00:00Z,11.7,99,4,4.4,6.3,38.68
2010-07-02T23:00:00Z,11,97,3.9,4.4,5.9,20.22
2010-07-03T00:00:00Z,10.2,54,2.4,3.5,5.5,8.33
2010-07-03T01:00:00Z,9.8,54,4.4,5,6.4,1.1
2010-07-03T02:00:00Z,9.5,15,0.4,3.3,4.5,0.53
2010-07-03T03:00:00Z,10.1,49,1.6,1.9,2.9,7.57
2010-07-03T04:00:00Z,10,39,1.6,2.7,4.1,27.28
2010-07-03T05:00:00Z,9.3,6,4.5,4.6,5.9,10.17
2010-07-03T06:00:00Z,10.3,29,3.8,4.5,5.9,15.2
2010-07-03T07:00:00Z,10.6,44,5,5,7.1,67.33
2010-07-03T08:00:00Z,10.4,58,5.4,6,7.9,82.3
2010-07-03T09:00:00Z,10,58,6.2,6.5,9,76.75
2010-07-03T10:00:00Z,10.4,80,5.4,5.8,7.5,70.33
2010-07-03T11:00:00Z,13.9,74,3.6,5.6,7.2,76.43
2010-07-03T12:00:00Z,14,85,6.2,6.2,8.9,296.38
2010-07-03T13:00:00Z,14.4,89,5.6,7,9.1,314.53
2010-07-03T14:00:00Z,13.9,87,6.5,6.5,10,300.95
2010-07-03T15:00:00Z,13.1,51,5.9,7.4,10.1,213.23
2010-07-03T16:00:00Z,13,71,6.6,7.1,9.9,173.93
2010-07-03T17:00:00Z,12.9,65,6.7,7.5,9.8,173.02
2010-07-03T18:00:00Z,12.7,82,5.3,6.3,9,119.12
2010-07-03T19:00:00Z,12.2,48,5.6,5.6,8,120.53
2010-07-03T20:00:00Z,11.6,43,6.2,6.6,9.2,95.47
2010-07-03T21:00:00Z,11,50,5.4,6.1,8.6,94.72
2010-07-03T22:00:00Z,10,4,3.8,5.6,7.6,54.8
2010-07-03T23:00:00Z,9.5,354,4.6,5.5,7.5,18.08
2010-07-04T00:00:00Z,9.1,354,3.6,4.2,7.3,0
2010-07-04T01:00:00Z,8.6,321,3.1,3.7,5.8,0
2010-07-04T02:00:00Z,7.7,286,3.3,3.7,5.7,0
2010-07-04T03:00:00Z,7.6,300,3.9,3.9,4.9,0.5
2010-07-04T04:00:00Z,7.4,314,3.4,3.4,4.5,3.37
2010-07-04T05:00:00Z,7.7,305,2.5,2.7,3.7,8.75
2010-07-04T06:00:00Z,8,314,2.3,2.8,3.3,30.52
2010-07-04T07:00:00Z,8.1,293,2.8,2.9,4.2,43.15
2010-07-04T08:00:00Z,8.4,281,3.2,3.2,4.5,64.12
2010-07-04T09:00:00Z,8.9,267,3.9,3.9,5.1,117.68
2010-07-04T10:00:00Z,9.3,269,3.7,4.1,5.6,134.45
2010-07-04T11:00:00Z,8.7,268,3.6,4.1,5.4,200.93
2010-07-04T12:00:00Z,8.7,273,3.3,4,5.3,251.33
2010-07-04T13:00:00Z,9.6,269,2.7,3.1,4.6,170.95
2010-07-04T14:00:00Z,10.3,279,2.5,2.9,4.7,202.65
2010-07-04T15:00:00Z,11.1,195,1.7,1.9,3.2,309.2
2010-07-04T16:00:00Z,13.3,230,1.9,2,3.8,241.43
2010-07-04T17:00:00Z,13.5,274,2.1,2.5,4,322.68
2010-07-04T18:00:00Z,13.7,287,2.6,2.6,4.5,387.93
2010-07-04T19:00:00Z,11.5,269,3.5,3.6,4.6,368.1
2010-07-04T20:00:00Z,9.8,290,3.8,4,5.8,224.43
2010-07-04T21:00:00Z,9.5,288,2.7,3.7,5.9,92.15
2010-07-04T22:00:00Z,8.2,287,2.4,4.1,5.8,31.75
2010-07-04T23:00:00Z,8.4,290,2.9,3.8,5.6,10.02
2010-07-05T00:00:00Z,8.5,294,2.6,3.3,4.6,4.2
2010-07-05T01:00:00Z,7.2,291,3.3,3.3,5.4,0.92
2010-07-05T02:00:00Z,7.1,292,2.7,3.6,5.6,0.5
2010-07-05T03:00:00Z,6.9,291,3.2,3.3,4.8,1.38
2010-07-05T04:00:00Z,7,288,2.9,3.6,5.4,3.07
2010-07-05T05:00:00Z,6.9,299,4.1,4.1,5.7,9.43
2010-07-05T06:00:00Z,7,296,3.1,4.1,5.1,28.05
2010-07-05T07:00:00Z,7.4,294,3.2,3.3,4.8,39.2
2010-07-05T08:00:00Z,7.7,287,3.4,3.5,4.8,53.6
2010-07-05T09:00:00Z,8.1,295,3.6,3.6,5.5,94.12
2010-07-05T10:00:00Z,8.2,297,3.7,3.9,5.7,146.85
2010-07-05T11:00:00Z,8.5,299,2.9,3.2,4.7,104.08
2010-07-05T12:00:00Z,8.9,279,2.9,2.9,4.3,153.05
2010-07-05T13:00:00Z,9.1,302,4.3,4.3,5.7,158.98
2010-07-05T14:00:00Z,9.8,292,3.3,3.6,5.3,135.88
2010-07-05T15:00:00Z,9.9,330,4.9,4.9,6.4,155.25
2010-07-05T16:00:00Z,10,316,4.2,4.9,6.1,107.15
2010-07-05T17:00:00Z,9.8,305,4.2,4.5,5.8,70.97
2010-07-05T18:00:00Z,10.3,55,1.2,3.9,5.5,78.67
2010-07-05T19:00:00Z,9.9,37,2,3.2,4.1,74.48
2010-07-05T20:00:00Z,9.7,55,2.1,2.6,3.6,45.32
2010-07-05T21:00:00Z,9.8,307,1.5,1.8,2.7,25.6
2010-07-05T22:00:00Z,9.7,66,2.9,2.9,3.7,21.88
2010-07-05T23:00:00Z,9.3,52,3,3.1,4,6.65
2010-07-06T00:00:00Z,9.1,39,3.5,3.7,4.6,1.98
2010-07-06T01:00:00Z,8.7,354,1.1,3.1,4,0.87
2010-07-06T02:00:00Z,9,41,1.7,1.7,3.1,0.65
2010-07-06T03:00:00Z,8.7,297,0.9,1.3,2.4,1.6
2010-07-06T04:00:00Z,8.8,92,1.5,1.5,2,5.05
2010-07-06T05:00:00Z,9,79,2.6,2.6,3.8,8.53
2010-07-06T06:00:00Z,9.5,90,3.3,3.3,4.4,17.27
2010-07-06T07:00:00Z,10.5,83,3.1,3.6,4.8,62.68
2010-07-06T08:00:00Z,11.2,160,1.5,2.7,3.8,154.27
2010-07-06T09:00:00Z,11.5,67,1.7,1.9,3.6,225.32
2010-07-06T10:00:00Z,12.2,64,3.9,3.9,5.3,313.5
2010-07-06T11:00:00Z,14.1,83,3.2,3.9,5.4,266.57
2010-07-06T12:00:00Z,15.1,136,4.7,4.7,6.6,330.87
2010-07-06T13:00:00Z,15.5,112,4.1,5.1,8.4,564.07
2010-07-06T14:00:00Z,16.3,90,6.4,7.1,9.2,686.3
2010-07-06T15:00:00Z,15.2,102,6.9,7.3,10.8,739.15
2010-07-06T16:00:00Z,14.4,110,8.6,8.6,12.1,576.13
2010-07-06T17:00:00Z,13.5,103,6.6,8.3,11.2,590.77
2010-07-06T18:00:00Z,12.7,85,8.3,8.3,11.2,389.12
2010-07-06T19:00:00Z,12.5,86,7.1,8.3,11.7,167.45
2010-07-06T20:00:00Z,11.5,76,8.3,8.3,11.8,189.95
2010-07-06T21:00:00Z,10.6,73,8.5,8.9,11.9,145.85
2010-07-06T22:00:00Z,9.9,71,8.1,8.2,11.5,71.12
2010-07-06T23:00:00Z,9.4,78,7.2,7.2,10.9,28.72
2010-07-07T00:00:00Z,9.2,69,8.7,8.8,12.7,9.3
2010-07-07T01:00:00Z,8.8,67,9.3,9.3,13.6,8.15
2010-07-07T02:00:00Z,8.4,57,8.7,9.6,13.6,6.22
2010-07-07T03:00:00Z,8,65,12.5,12.5,17.1,1.43
2010-07-07T04:00:00Z,8,55,10.6,12.4,17.4,4.1
2010-07-07T05:00:00Z,7.9,45,10.8,12.6,16.4,10.17
2010-07-07T06:00:00Z,8,50,10.1,11.6,15.6,24.78
2010-07-07T07:00:00Z,8.5,65,12.1,12.7,17.9,40.83
2010-07-07T08:00:00Z,8.4,50,9.8,12.3,16.6,91.6
2010-07-07T09:00:00Z,8.3,42,10.4,11,14.5,120.52
2010-07-07T10:00:00Z,8.3,40,12.4,12.4,16.2,66.48
2010-07-07T11:00:00Z,7.9,29,11.2,14.2,20.8,121.32
2010-07-07T12:00:00Z,8.1,25,12.2,12.6,18.2,122.8
2010-07-07T13:00:00Z,8,27,13.1,13.1,19.7,168.72
2010-07-07T14:00:00Z,8.9,28,11.3,12.2,18.1,110.47
2010-07-07T15:00:00Z,9.5,33,8.3,9.9,14.7,302.47
2010-07-07T16:00:00Z,11.2,17,7.4,8.8,14.1,211.95
2010-07-07T17:00:00Z,10.2,42,9,9.4,12.9,293.13
2010-07-07T18:00:00Z,9.8,41,9.1,10,14.1,232.6
2010-07-07T19:00:00Z,8.7,24,10.1,11.1,16.3,128.5
2010-07-07T20:00:00Z,7.9,18,9.3,10,14.5,104.78
2010-07-07T21:00:00Z,7.3,17,11.4,12,17.6,37.75
2010-07-07T22:00:00Z,7.3,17,11,11.3,15.5,25.75
2010-07-07T23:00:00Z,6.8,20,10.5,11,15.6,17.98
2010-07-08T00:00:00Z,6.8,28,12.1,12.7,16.6,1.73
2010-07-08T01:00:00Z,6.8,25,10.8,12.5,16.1,0.62
2010-07-08T02:00:00Z,6.9,19,10.3,10.8,14.6,0.23
2010-07-08T03:00:00Z,7.3,24,10.2,10.2,14.2,1.58
2010-07-08T04:00:00Z,7.6,22,8.5,9.2,12.6,4.2
2010-07-08T05:00:00Z,7.5,350,6.4,8.3,10.9,17.38
2010-07-08T06:00:00Z,7.4,350,4.8,8.7,12.4,47.68
2010-07-08T07:00:00Z,6.6,334,7.8,8.7,11.3,37.15
2010-07-08T08:00:00Z,6.9,331,6.5,8.5,11.3,16.22
2010-07-08T09:00:00Z,7.1,331,6.6,7.4,10.2,41.47
2010-07-08T10:00:00Z,7.2,295,6.1,6.2,9.4,49.28
2010-07-08T11:00:00Z,7.5,321,7.2,7.3,9.8,56.32
2010-07-08T12:00:00Z,7.5,326,7.2,7.6,10.4,45.85
2010-07-08T13:00:00Z,7.6,320,5.8,7.8,9.9,75.22
2010-07-08T14:00:00Z,8.4,319,5.7,7.3,9.4,92.32
2010-07-08T15:00:00Z,8,324,7.7,8.7,10.8,83.68
2010-07-08T16:00:00Z,7.7,342,7.3,8.6,10.9,185.67
2010-07-08T17:00:00Z,7.2,335,7.7,7.9,10.5,88.6
2010-07-08T18:00:00Z,6.7,335,7,7.9,10.2,59.03
2010-07-08T19:00:00Z,6.5,326,5.5,7.3,9.7,34.48
2010-07-08T20:00:00Z,6.2,312,6.9,7.1,9.9,16
2010-07-08T21:00:00Z,5.9,318,6.6,7.7,10.2,21.52
2010-07-08T22:00:00Z,5.5,315,7.1,7.4,10.1,22.4
2010-07-08T23:00:00Z,5.3,333,7.1,7.1,9.8,2.75
2010-07-09T00:00:00Z,5.4,310,5.5,6.5,9.4,0.7
2010-07-09T01:00:00Z,5.2,313,5.5,6.1,9.1,0.22
2010-07-09T02:00:00Z,5,319,6.9,6.9,10.5,0
2010-07-09T03:00:00Z,4.9,317,4.1,7.1,9.7,0.43
2010-07-09T04:00:00Z,5,299,4.6,4.6,6.9,1.87
2010-07-09T05:00:00Z,5.2,320,4,5.8,7.8,6.25
2010-07-09T06:00:00Z,5.3,306,4,4.8,6.6,25.58
2010-07-09T07:00:00Z,5.8,296,3.3,3.6,5.7,46.7
2010-07-09T08:00:00Z,6.3,311,4.2,4.2,5.8,73.8
2010-07-09T09:00:00Z,6.6,294,2.9,5,6.6,128.27
2010-07-09T10:00:00Z,6.7,319,3.3,3.7,5.5,184.28
2010-07-09T11:00:00Z,7.3,290,2.5,3.3,4.6,158.33
2010-07-09T12:00:00Z,8.2,300,3.5,3.6,5.5,200.07
2010-07-09T13:00:00Z,8.1,283,3.1,3.8,5.9,292.77
2010-07-09T14:00:00Z,8.8,295,3.5,4.2,6,304.5
2010-07-09T15:00:00Z,9,314,5.9,5.9,8.1,353.43
2010-07-09T16:00:00Z,9,321,3.8,5.3,7.5,520.88
2010-07-09T17:00:00Z,8.2,312,3.5,4.5,5.9,372.32
2010-07-09T18:00:00Z,7.9,308,2.9,3.9,5.5,208.45
2010-07-09T19:00:00Z,7.5,287,3.5,3.5,5.3,152.95
2010-07-09T20:00:00Z,7,308,4.6,5,6.2,121.83
2010-07-09T21:00:00Z,6.6,315,3.9,4.6,5.7,104.22
2010-07-09T22:00:00Z,5.3,301,3.1,4.1,5.4,79.8
2010-07-09T23:00:00Z,5.2,306,2.8,3.5,4.8,24.6
2010-07-10T00:00:00Z,4.8,300,1.5,2.5,3.6,7.87
2010-07-10T01:00:00Z,4.1,301,3,3,3.8,1.07
2010-07-10T02:00:00Z,4.4,329,1.7,2.9,3.9,0.98
2010-07-10T03:00:00Z,4.7,309,1.5,2.3,3,11.9
2010-07-10T04:00:00Z,5.1,313,1.8,1.9,2.3,26.12
2010-07-10T05:00:00Z,5.5,313,0.9,1.6,2.1,17.57
2010-07-10T06:00:00Z,6.6,69,0.1,1,1.5,40.47
2010-07-10T07:00:00Z,6.7,319,0.2,1,1.8,83.7
2010-07-10T08:00:00Z,7.7,337,0.7,0.7,1.8,86.48
2010-07-10T09:00:00Z,8.4,8,1.4,1.4,3.1,194.43
2010-07-10T10:00:00Z,8.4,303,1.9,2,3.2,289.67
2010-07-10T11:00:00Z,9.3,316,2.1,2.5,3.4,184.17
2010-07-10T12:00:00Z,10.3,4,2,2.5,4.1,154.93
2010-07-10T13:00:00Z,10.1,332,1.7,2.3,4.1,334.05
2010-07-10T14:00:00Z,11.1,335,2,2,3.4,306.63
2010-07-10T15:00:00Z,11.5,5,2.5,2.5,3.6,203.53
2010-07-10T16:00:00Z,10.7,27,3.7,4.2,6.3,269.77
2010-07-10T17:00:00Z,10.3,32,5.7,5.7,7.8,107.3
2010-07-10T18:00:00Z,10,49,4.6,6.1,7.7,98.75
2010-07-10T19:00:00Z,9.3,36,4.4,4.7,6.1,96.68
2010-07-10T20:00:00Z,8.9,10,4,4,5.6,62.83
2010-07-10T21:00:00Z,8.5,335,2.1,4.1,5.5,30.42
2010-07-10T22:00:00Z,7.7,290,2.4,2.4,4.2,12.03
2010-07-10T23:00:00Z,7.8,294,0.3,2.6,3.7,2.27
2010-07-11T00:00:00Z,7.7,294,1.6,1.6,2.6,1.08
2010-07-11T01:00:00Z,7.1,301,3.4,3.4,4.7,0.28
2010-07-11T02:00:00Z,6.4,280,3,3.6,5.5,0
2010-07-11T03:00:00Z,6.4,272,0.8,3.6,4.7,0.65
2010-07-11T04:00:00Z,6.4,270,1.2,1.2,1.5,4.05
2010-07-11T05:00:00Z,6.9,252,1.3,1.3,1.8,10.47
2010-07-11T06:00:00Z,6.9,289,1.1,1.5,1.9,37.4
2010-07-11T07:00:00Z,7.4,289,1.4,1.5,2.4,60.65
2010-07-11T08:00:00Z,8.2,312,2.2,2.5,3.4,83.77
2010-07-11T09:00:00Z,9,294,2.3,2.5,3.6,155.82
2010-07-11T10:00:00Z,9.7,302,2,2.5,3.9,256.6
2010-07-11T11:00:00Z,9.5,291,3.9,4.7,6.1,271.37
2010-07-11T12:00:00Z,9.5,310,4.7,4.7,6.1,280.32
2010-07-11T13:00:00Z,10.3,318,4,5,6.6,108.15
2010-07-11T14:00:00Z,10.4,324,3.4,3.9,6.2,210.03
2010-07-11T15:00:00Z,9.7,3,3.7,4.2,6.6,110.07
2010-07-11T16:00:00Z,10.2,344,2.2,3,4.2,96.47
2010-07-11T17:00:00Z,10.2,27,3.5,3.5,5.1,66.08
2010-07-11T18:00:00Z,10,28,4.5,4.5,5.7,62.6
2010-07-11T19:00:00Z,9.4,33,4.9,4.9,6.2,47.32
2010-07-11T20:00:00Z,9.6,32,3.3,4.9,6.5,37.5
2010-07-11T21:00:00Z,9.1,9,2.7,3.3,4.8,36.55
2010-07-11T22:00:00Z,8.6,43,2.5,2.5,3.7,38.87
2010-07-11T23:00:00Z,7.9,52,0.2,1.9,3.1,16.62
2010-07-12T00:00:00Z,6.5,290,2,2,3.3,3.85
2010-07-12T01:00:00Z,6.6,296,1.4,2.2,3.1,0.98
2010-07-12T02:00:00Z,6.3,328,0.8,1.2,1.5,0.57
2010-07-12T03:00:00Z,6.6,344,0.3,0.8,1.2,2.12
2010-07-12T04:00:00Z,6.7,68,1,1,1.4,6.42
2010-07-12T05:00:00Z,6.9,109,1.2,1.6,2,7.3
2010-07-12T06:00:00Z,6.9,54,2.5,2.5,3.3,21.17
2010-07-12T07:00:00Z,7.9,58,2.3,2.9,3.5,28.2
2010-07-12T08:00:00Z,8.9,51,2.3,2.3,3.2,111.58
2010-07-12T09:00:00Z,9.7,63,2.9,2.9,4.1,160.8
2010-07-12T10:00:00Z,10.2,70,2.3,3.1,4.8,211.27
2010-07-12T11:00:00Z,10.7,75,1.1,2.2,4.5,257.22
2010-07-12T12:00:00Z,11.3,38,2.3,2.3,3.3,296.33
2010-07-12T13:00:00Z,13.1,40,2.3,2.8,4.1,388.92
2010-07-12T14:00:00Z,14.8,176,0.9,2.4,4.1,689.33
2010-07-12T15:00:00Z,13.3,336,4.6,4.9,10,769.6
2010-07-12T16:00:00Z,12.2,351,2.5,4.6,5.8,632.25
2010-07-12T17:00:00Z,11.5,95,4.2,4.2,6.4,410.48
2010-07-12T18:00:00Z,9.3,65,3.1,3.9,7,196.92
2010-07-12T19:00:00Z,9.7,82,2.3,3.4,5.1,31.72
2010-07-12T20:00:00Z,10.5,311,0.1,2.1,3.2,77.12
2010-07-12T21:00:00Z,9.9,11,1.8,2.1,2.5,92.63
2010-07-12T22:00:00Z,9.2,301,1.2,1.9,2.2,74.33
2010-07-12T23:00:00Z,7.9,274,2.5,2.5,2.9,18.5
2010-07-13T00:00:00Z,8.5,301,1.3,2.3,2.9,2.73
2010-07-13T01:00:00Z,8,327,1.4,1.4,2.3,0.75
2010-07-13T02:00:00Z,7.9,299,2.1,2.4,3.9,0.07
2010-07-13T03:00:00Z,7.7,294,1.6,2.4,3.5,1.08
2010-07-13T04:00:00Z,7.3,299,3.4,3.6,5.1,3.93
2010-07-13T05:00:00Z,7.6,300,3.1,4.1,5.6,15.88
2010-07-13T06:00:00Z,7.9,302,4.2,4.2,5.7,55.37
2010-07-13T07:00:00Z,7.7,305,3.9,4.7,5.9,98.17
2010-07-13T08:00:00Z,8.2,288,4,4.1,5.9,139.27
2010-07-13T09:00:00Z,8.2,300,3.7,4.3,6.2,234.83
2010-07-13T10:00:00Z,9.6,305,3.7,4.4,6,200.3
2010-07-13T11:00:00Z,10.1,280,4.5,4.5,6.7,316.77
2010-07-13T12:00:00Z,10.3,337,4.8,4.8,6.2,488.5
2010-07-13T13:00:00Z,10.6,307,5,5.7,7.4,411.6
2010-07-13T14:00:00Z,13,314,4.9,5.3,8.1,510.4
2010-07-13T15:00:00Z,12.2,332,5.8,6,8.4,664.38
2010-07-13T16:00:00Z,12.1,7,6.8,6.9,9.1,471.15
2010-07-13T17:00:00Z,10.7,215,3.1,5.5,8.1,145.82
2010-07-13T18:00:00Z,10.9,182,1.3,3.5,4.5,97.55
2010-07-13T19:00:00Z,10.4,330,0.8,2.4,3.5,202.92
2010-07-13T20:00:00Z,10,305,2.2,2.2,3.7,63
2010-07-13T21:00:00Z,8.8,290,3.2,3.2,4.7,88.58
2010-07-13T22:00:00Z,8.4,294,3.5,4.1,5.7,39.25
2010-07-13T23:00:00Z,8.4,303,4,4,5.5,10.82
2010-07-14T00:00:00Z,8.8,84,2,4.1,5.5,2.75
2010-07-14T01:00:00Z,7.4,327,2.4,3.1,4.5,0.42
2010-07-14T02:00:00Z,6.9,320,2.2,3.5,4.5,0
2010-07-14T03:00:00Z,7.4,294,1.4,1.6,2.8,1.65
2010-07-14T04:00:00Z,7.5,282,1.8,1.8,2.7,6.9
2010-07-14T05:00:00Z,7.2,301,2.3,2.9,4.1,13
2010-07-14T06:00:00Z,7.3,303,2.8,3.1,4.2,28.98
2010-07-14T07:00:00Z,7.6,291,2,3.1,4.1,50.88
2010-07-14T08:00:00Z,7.9,301,2.8,2.8,4.3,90.02
2010-07-14T09:00:00Z,8.8,290,2.1,3.3,4.2,115.7
2010-07-14T10:00:00Z,9.1,311,3.3,3.3,4.7,127.75
2010-07-14T11:00:00Z,10,259,3.7,3.7,5,183.33
2010-07-14T12:00:00Z,12.3,264,3.1,3.4,4.7,347.2
2010-07-14T13:00:00Z,12.1,256,4.4,4.4,6.2,642.55
2010-07-14T14:00:00Z,12.3,298,4,4.2,6.8,758.02
2010-07-14T15:00:00Z,13,340,3.4,3.9,7.2,629.03
2010-07-14T16:00:00Z,12.5,71,2.5,3.5,6.6,628.63
2010-07-14T17:00:00Z,11.2,56,3.4,3.4,6.1,657.5
2010-07-14T18:00:00Z,10.1,168,0.9,3.6,4.4,116.73
2010-07-14T19:00:00Z,10.7,219,0.7,1.1,1.8,70.43
2010-07-14T20:00:00Z,10.7,325,2.6,2.6,4.9,118.55
2010-07-14T21:00:00Z,8.5,320,3.8,4.3,5.6,146.37
2010-07-14T22:00:00Z,8.5,298,2.5,3.3,4.2,80.23
2010-07-14T23:00:00Z,6.4,303,2.7,3.7,5.8,27.68
2010-07-15T00:00:00Z,5.4,305,2.7,2.9,4.4,4.25
2010-07-15T01:00:00Z,5.8,321,1.1,2.5,3.6,0
2010-07-15T02:00:00Z,6.2,339,1.5,2.2,2.8,0.55
2010-07-15T03:00:00Z,6.6,269,1.8,1.8,3.4,1.35
2010-07-15T04:00:00Z,6.2,295,2.3,2.3,3.4,4.67
2010-07-15T05:00:00Z,6.6,314,0.7,2.1,3.3,10.92
2010-07-15T06:00:00Z,6.8,276,1.2,1.2,2.1,32.27
2010-07-15T07:00:00Z,7.2,328,0.3,1.2,2.1,60.77
2010-07-15T08:00:00Z,8.6,244,0.5,1,1.9,68.33
2010-07-15T09:00:00Z,10.1,207,1.3,1.3,2.3,143.88
2010-07-15T10:00:00Z,10.6,223,2.1,2.1,3.3,257.55
2010-07-15T11:00:00Z,12.8,204,2.6,2.6,3.5,414.88
2010-07-15T12:00:00Z,11.9,265,2.7,2.8,4.4,672.27
2010-07-15T13:00:00Z,13.2,25,2.1,3.4,4.9,709.4
2010-07-15T14:00:00Z,13.5,342,3.3,5.3,9,353.8
2010-07-15T15:00:00Z,12.7,32,4.8,5.8,8.2,460.73
2010-07-15T16:00:00Z,12.5,29,6.1,6.5,9.3,252.98
2010-07-15T17:00:00Z,12.7,20,4.3,5.9,8.2,470.88
2010-07-15T18:00:00Z,13,65,4.2,4.7,7.6,336.8
2010-07-15T19:00:00Z,12.3,53,4.4,5,7,192.33
2010-07-15T20:00:00Z,11.2,60,4.5,4.9,6.9,162.27
2010-07-15T21:00:00Z,9.9,66,4.5,5.1,6.8,146.75
2010-07-15T22:00:00Z,8.1,71,6.5,6.5,8.6,99.4
2010-07-15T23:00:00Z,7.2,65,4,6.5,8.7,38.6
2010-07-16T00:00:00Z,6.1,73,3.8,4.8,6.4,6.4
2010-07-16T01:00:00Z,5.8,42,3.3,5.3,6.8,1.87
2010-07-16T02:00:00Z,4.8,75,3.3,3.3,4.3,0.6
2010-07-16T03:00:00Z,4.6,74,4.7,5.6,7.5,4.03
2010-07-16T04:00:00Z,4.8,77,4.7,5,6.7,11.83
2010-07-16T05:00:00Z,5.5,28,1.7,3.2,5,46.02
2010-07-16T06:00:00Z,5.7,57,3.8,4.3,5.7,72.57
2010-07-16T07:00:00Z,5.7,41,2.5,2.8,4.6,98.17
2010-07-16T08:00:00Z,5.8,349,2,3.1,4.6,118.77
2010-07-16T09:00:00Z,7.3,75,1.3,2.2,3.8,158.13
2010-07-16T10:00:00Z,9.1,12,2.1,2.1,4.1,260.37
2010-07-16T11:00:00Z,10.2,3,2.3,2.5,5,593.2
2010-07-16T12:00:00Z,9.7,29,5.4,5.8,8,640.12
2010-07-16T13:00:00Z,10,12,4.5,5.4,7.7,704.42
2010-07-16T14:00:00Z,9.6,14,3.9,5.2,7.6,509.55
2010-07-16T15:00:00Z,9.2,39,5.6,5.6,8.5,444.73
2010-07-16T16:00:00Z,8.5,31,5.9,6.7,9.1,275.07
2010-07-16T17:00:00Z,8,1,6,6,9.2,164.75
2010-07-16T18:00:00Z,6.6,330,6.2,7.2,9.1,214.7
2010-07-16T19:00:00Z,6,335,6.3,6.3,9.4,131.72
2010-07-16T20:00:00Z,5.3,329,5.8,6.7,8.9,52.93
2010-07-16T21:00:00Z,5,341,5.1,5.5,7.5,39.75
2010-07-16T22:00:00Z,4.8,339,4.7,6.2,8.4,12.47
2010-07-16T23:00:00Z,4.7,358,5.7,6,8.1,7.07
2010-07-17T00:00:00Z,4.6,332,6.3,6.4,8.5,1.48
2010-07-17T01:00:00Z,4.7,334,4.6,5.1,7.1,0.07
2010-07-17T02:00:00Z,4.7,339,5.1,5.1,6.6,0
2010-07-17T03:00:00Z,4.7,304,5.2,5.4,7,0.08
2010-07-17T04:00:00Z,4.9,309,6.4,6.4,8.3,0.87
2010-07-17T05:00:00Z,5.2,299,4.6,6.2,7.8,4.08
2010-07-17T06:00:00Z,5.6,300,4.7,5.3,7,8.43
2010-07-17T07:00:00Z,6.1,337,4.5,5.4,7.1,19.08
2010-07-17T08:00:00Z,6.9,325,4.8,5.2,7.3,27.93
2010-07-17T09:00:00Z,7,332,5.2,5.5,7.4,77.38
2010-07-17T10:00:00Z,7.5,322,4.3,5.4,7.4,41.95
2010-07-17T11:00:00Z,7.8,309,5,5.3,7.7,98.05
2010-07-17T12:00:00Z,8,291,4.2,6.4,8.7,106.12
