STOD	TIMI	AR	MAN	DAGUR	KLST	T	D	F	FX	FG
4300	2018-04-30 23:00:00	2018	4	30	23	-0.1	289	2.1	3.4	4.7
4300	2018-05-01 00:00:00	2018	4	30	24	-0.5	272	2.3	3.1	4.1
4300	2018-05-01 01:00:00	2018	5	1	1	-0.3	281	3.0	3.0	4.2
4300	2018-05-01 02:00:00	2018	5	1	2	-0.6	294	3.2	3.6	4.8
4300	2018-05-01 03:00:00	2018	5	1	3	-0.7	312	2.8	3.1	4.5
4300	2018-05-01 04:00:00	2018	5	1	4	-1.0	324	1.3	2.4	3.4
4300	2018-05-01 05:00:00	2018	5	1	5	-0.9	235	1.4	2.2	3.3
4300	2018-05-01 06:00:00	2018	5	1	6	-0.8	201	1.7	1.7	2.5
4300	2018-05-01 07:00:00	2018	5	1	7	-0.6	271	0.2	1.5	2.0
4300	2018-05-01 08:00:00	2018	5	1	8	0.2	204	1.8	1.8	3.7
4300	2018-05-01 09:00:00	2018	5	1	9	1.4	189	3.7	3.7	5.6
4300	2018-05-01 10:00:00	2018	5	1	10	2.4	230	6.3	6.6	8.3
4300	2018-05-01 11:00:00	2018	5	1	11	3.1	201	4.5	6.1	8.3
4300	2018-05-01 12:00:00	2018	5	1	12	2.2	202	4.0	6.6	9.5
4300	2018-05-01 13:00:00	2018	5	1	13	2.9	198	5.6	6.6	8.9
4300	2018-05-01 14:00:00	2018	5	1	14	2.6	196	7.3	7.3	9.7
4300	2018-05-01 15:00:00	2018	5	1	15	3.7	204	6.0	8.3	10.2
4300	2018-05-01 16:00:00	2018	5	1	16	3.1	218	6.9	7.7	10.9
4300	2018-05-01 17:00:00	2018	5	1	17	3.5	210	6.1	7.9	10.5
4300	2018-05-01 18:00:00	2018	5	1	18	2.6	194	8.4	8.4	10.7
4300	2018-05-01 19:00:00	2018	5	1	19	1.9	197	8.0	9.0	12.1
4300	2018-05-01 20:00:00	2018	5	1	20	1.6	188	6.4	8.9	11.4
4300	2018-05-01 21:00:00	2018	5	1	21	1.1	182	5.1	6.9	8.8
4300	2018-05-01 22:00:00	2018	5	1	22	0.6	188	8.8	8.8	10.7
4300	2018-05-01 23:00:00	2018	5	1	23	0.4	183	8.2	8.6	10.8
4300	2018-05-02 00:00:00	2018	5	1	24	0.2	185	9.2	9.5	11.8
4300	2018-05-02 01:00:00	2018	5	2	1	-0.6	190	6.4	9.1	11.0
4300	2018-05-02 02:00:00	2018	5	2	2	-0.5	180	4.9	6.3	8.0
4300	2018-05-02 03:00:00	2018	5	2	3	-0.5	193	3.7	5.0	6.3
4300	2018-05-02 04:00:00	2018	5	2	4	-0.2	183	5.1	5.1	6.3
4300	2018-05-02 05:00:00	2018	5	2	5	-0.3	165	5.1	6.8	8.2
4300	2018-05-02 06:00:00	2018	5	2	6	0.1	174	4.2	4.2	5.9
4300	2018-05-02 07:00:00	2018	5	2	7	0.5	183	2.2	4.0	4.9
4300	2018-05-02 08:00:00	2018	5	2	8	0.3	180	1.2	2.3	2.8
4300	2018-05-02 09:00:00	2018	5	2	9	-0.8	289	0.1	0.9	2.3
4300	2018-05-02 10:00:00	2018	5	2	10	-1.2	291	2.2	2.2	3.3
4300	2018-05-02 11:00:00	2018	5	2	11	-1.3	307	3.7	4.2	5.6
4300	2018-05-02 12:00:00	2018	5	2	12	-1.5	296	5.3	5.3	8.0
4300	2018-05-02 13:00:00	2018	5	2	13	-1.6	277	5.9	5.9	8.7
4300	2018-05-02 14:00:00	2018	5	2	14	-1.3	295	4.5	5.1	7.4
4300	2018-05-02 15:00:00	2018	5	2	15	-0.3	293	2.9	4.3	6.6
4300	2018-05-02 16:00:00	2018	5	2	16	0.0	269	2.8	3.5	4.5
4300	2018-05-02 17:00:00	2018	5	2	17	2.0	250	1.5	2.7	4.0
4300	2018-05-02 18:00:00	2018	5	2	18	0.9	167	1.0	1.0	1.7
4300	2018-05-02 19:00:00	2018	5	2	19	2.5	192	0.6	1.5	2.0
4300	2018-05-02 20:00:00	2018	5	2	20	4.4	184	0.0	1.0	1.5
4300	2018-05-02 21:00:00	2018	5	2	21	1.0	157	0.0	0.8	1.2
4300	2018-05-02 22:00:00	2018	5	2	22	-0.7	202	3.1	5.0	6.6
4300	2018-05-02 23:00:00	2018	5	2	23	-1.2	195	5.7	5.8	7.1
4300	2018-05-03 00:00:00	2018	5	2	24	-1.8	190	5.2	5.8	7.4
4300	2018-05-03 01:00:00	2018	5	3	1	-2.8	205	2.7	5.6	6.8
4300	2018-05-03 02:00:00	2018	5	3	2	-2.7	188	4.0	4.0	5.1
4300	2018-05-03 03:00:00	2018	5	3	3	-1.9	190	7.1	7.1	8.7
4300	2018-05-03 04:00:00	2018	5	3	4	-1.5	147	3.9	6.1	7.7
4300	2018-05-03 05:00:00	2018	5	3	5	-2.8	95	3.6	4.3	6.3
4300	2018-05-03 06:00:00	2018	5	3	6	-1.0	156	3.2	3.2	4.1
4300	2018-05-03 07:00:00	2018	5	3	7	-1.2	192	2.9	3.6	5.6
4300	2018-05-03 08:00:00	2018	5	3	8	0.7	161	3.5	3.5	5.5
4300	2018-05-03 09:00:00	2018	5	3	9	1.4	171	3.6	5.9	7.3
4300	2018-05-03 10:00:00	2018	5	3	10	2.7	190	9.5	9.5	12.7
4300	2018-05-03 11:00:00	2018	5	3	11	2.6	196	12.1	12.1	15.4
4300	2018-05-03 12:00:00	2018	5	3	12	3.1	209	10.0	11.8	15.1
4300	2018-05-03 13:00:00	2018	5	3	13	3.6	213	11.2	12.2	15.2
4300	2018-05-03 14:00:00	2018	5	3	14	3.6	210	10.2	10.9	14.8
4300	2018-05-03 15:00:00	2018	5	3	15	3.6	204	10.3	10.3	13.1
4300	2018-05-03 16:00:00	2018	5	3	16	2.7	188	11.9	11.9	14.4
4300	2018-05-03 17:00:00	2018	5	3	17	3.4	203	10.1	14.4	18.7
4300	2018-05-03 18:00:00	2018	5	3	18	2.9	215	7.6	13.1	17.1
4300	2018-05-03 19:00:00	2018	5	3	19	2.1	209	10.8	10.8	14.1
4300	2018-05-03 20:00:00	2018	5	3	20	1.5	205	12.9	12.9	16.7
4300	2018-05-03 21:00:00	2018	5	3	21	1.0	207	12.9	13.0	16.7
4300	2018-05-03 22:00:00	2018	5	3	22	0.2	208	8.1	12.1	15.0
4300	2018-05-03 23:00:00	2018	5	3	23	0.4	196	10.1	11.5	14.5
4300	2018-05-04 00:00:00	2018	5	3	24	0.7	192	9.4	11.3	14.2
4300	2018-05-04 01:00:00	2018	5	4	1	0.7	179	6.1	8.7	13.1
4300	2018-05-04 02:00:00	2018	5	4	2	1.0	178	6.6	7.3	9.2
4300	2018-05-04 03:00:00	2018	5	4	3	1.0	197	8.6	8.6	11.9
4300	2018-05-04 04:00:00	2018	5	4	4	0.6	182	6.4	9.2	11.9
4300	2018-05-04 05:00:00	2018	5	4	5	1.4	185	8.5	9.1	11.8
4300	2018-05-04 06:00:00	2018	5	4	6	1.1	188	9.7	9.9	12.5
4300	2018-05-04 07:00:00	2018	5	4	7	0.7	192	7.0	9.7	11.9
4300	2018-05-04 08:00:00	2018	5	4	8	1.7	194	8.3	11.2	14.0
4300	2018-05-04 09:00:00	2018	5	4	9	2.5	197	10.7	10.7	15.3
4300	2018-05-04 10:00:00	2018	5	4	10	2.7	194	11.2	11.2	15.8
4300	2018-05-04 11:00:00	2018	5	4	11	3.1	196	10.8	11.1	14.3
4300	2018-05-04 12:00:00	2018	5	4	12	3.1	193	9.4	11.9	14.7
4300	2018-05-04 13:00:00	2018	5	4	13	3.9	191	9.4	10.0	13.5
4300	2018-05-04 14:00:00	2018	5	4	14	3.7	192	10.4	11.9	15.3
4300	2018-05-04 15:00:00	2018	5	4	15	3.7	196	11.6	12.5	17.2
4300	2018-05-04 16:00:00	2018	5	4	16	2.8	201	18.1	18.1	22.8
4300	2018-05-04 17:00:00	2018	5	4	17	2.9	200	14.4	15.9	20.3
4300	2018-05-04 18:00:00	2018	5	4	18	2.4	203	14.9	16.3	21.5
4300	2018-05-04 19:00:00	2018	5	4	19	1.4	197	17.1	18.2	23.0
4300	2018-05-04 20:00:00	2018	5	4	20	1.1	204	15.1	16.6	21.1
4300	2018-05-04 21:00:00	2018	5	4	21	0.2	199	14.9	16.7	22.9
4300	2018-05-04 22:00:00	2018	5	4	22	0.3	205	15.9	15.9	20.7
4300	2018-05-04 23:00:00	2018	5	4	23	0.1	192	14.1	14.9	19.7
4300	2018-05-05 00:00:00	2018	5	4	24	0.1	196	14.3	14.4	18.0
4300	2018-05-05 01:00:00	2018	5	5	1	-0.3	193	11.5	15.5	20.1
4300	2018-05-05 02:00:00	2018	5	5	2	-0.2	193	11.6	13.1	16.1
4300	2018-05-05 03:00:00	2018	5	5	3	-0.6	194	11.3	11.3	15.4
4300	2018-05-05 04:00:00	2018	5	5	4	-0.2	188	11.7	11.7	15.5
4300	2018-05-05 05:00:00	2018	5	5	5	-0.8	185	11.2	11.2	14.0
4300	2018-05-05 06:00:00	2018	5	5	6	0.4	193	8.8	12.0	14.8
4300	2018-05-05 07:00:00	2018	5	5	7	1.0	187	9.1	9.7	11.8
4300	2018-05-05 08:00:00	2018	5	5	8	2.2	198	7.8	9.3	11.9
4300	2018-05-05 09:00:00	2018	5	5	9	2.6	189	9.1	11.4	15.7
4300	2018-05-05 10:00:00	2018	5	5	10	2.9	191	11.4	11.4	14.9
4300	2018-05-05 11:00:00	2018	5	5	11	3.3	196	11.2	12.4	15.9
4300	2018-05-05 12:00:00	2018	5	5	12	3.2	200	12.5	12.5	15.5
4300	2018-05-05 13:00:00	2018	5	5	13	4.0	202	13.1	13.1	16.8
4300	2018-05-05 14:00:00	2018	5	5	14	4.4	204	11.8	13.6	17.6
4300	2018-05-05 15:00:00	2018	5	5	15	3.9	226	10.7	12.3	15.2
4300	2018-05-05 16:00:00	2018	5	5	16	3.5	240	10.2	11.2	14.5
4300	2018-05-05 17:00:00	2018	5	5	17	4.4	248	9.7	9.7	12.9
4300	2018-05-05 18:00:00	2018	5	5	18	2.9	223	11.7	11.7	15.8
4300	2018-05-05 19:00:00	2018	5	5	19	1.0	224	10.9	11.8	15.9
4300	2018-05-05 20:00:00	2018	5	5	20	1.0	227	10.5	10.5	14.1
4300	2018-05-05 21:00:00	2018	5	5	21	0.9	208	7.5	9.4	12.2
4300	2018-05-05 22:00:00	2018	5	5	22	0.1	189	10.9	10.9	13.5
4300	2018-05-05 23:00:00	2018	5	5	23	0.4	192	12.3	12.3	15.1
4300	2018-05-06 00:00:00	2018	5	5	24	0.8	205	13.4	13.4	17.4
4300	2018-05-06 01:00:00	2018	5	6	1	0.3	216	8.7	14.6	17.9
4300	2018-05-06 02:00:00	2018	5	6	2	0.6	215	15.3	15.3	18.8
4300	2018-05-06 03:00:00	2018	5	6	3	1.0	212	14.2	15.9	19.3
4300	2018-05-06 04:00:00	2018	5	6	4	0.6	201	10.7	14.0	17.6
4300	2018-05-06 05:00:00	2018	5	6	5	1.0	203	11.8	13.5	18.4
4300	2018-05-06 06:00:00	2018	5	6	6	1.1	192	12.6	16.0	20.9
4300	2018-05-06 07:00:00	2018	5	6	7	1.6	186	8.3	12.4	17.7
4300	2018-05-06 08:00:00	2018	5	6	8	2.9	196	15.0	15.0	20.8
4300	2018-05-06 09:00:00	2018	5	6	9	3.0	193	15.9	17.9	22.7
4300	2018-05-06 10:00:00	2018	5	6	10	3.5	194	16.3	17.9	24.6
4300	2018-05-06 11:00:00	2018	5	6	11	4.2	204	16.0	16.6	22.6
4300	2018-05-06 12:00:00	2018	5	6	12	4.1	198	17.0	18.1	24.4
4300	2018-05-06 13:00:00	2018	5	6	13	4.5	199	16.2	17.4	24.2
4300	2018-05-06 14:00:00	2018	5	6	14	4.6	202	15.8	16.5	23.7
4300	2018-05-06 15:00:00	2018	5	6	15	4.0	199	15.7	15.9	20.8
4300	2018-05-06 16:00:00	2018	5	6	16	4.4	202	16.4	16.4	20.9
4300	2018-05-06 17:00:00	2018	5	6	17	3.4	201	16.0	16.3	21.0
4300	2018-05-06 18:00:00	2018	5	6	18	3.3	207	15.4	15.6	22.8
4300	2018-05-06 19:00:00	2018	5	6	19	3.3	209	12.5	15.2	19.6
4300	2018-05-06 20:00:00	2018	5	6	20	2.7	220	10.3	13.0	16.1
4300	2018-05-06 21:00:00	2018	5	6	21	1.5	203	7.4	8.8	10.8
4300	2018-05-06 22:00:00	2018	5	6	22	0.8	213	6.3	7.5	10.1
4300	2018-05-06 23:00:00	2018	5	6	23	0.2	205	6.9	7.5	9.7
4300	2018-05-07 00:00:00	2018	5	6	24	0.0	189	9.9	9.9	13.7
4300	2018-05-07 01:00:00	2018	5	7	1	0.0	202	11.4	11.4	13.5
4300	2018-05-07 02:00:00	2018	5	7	2	0.4	204	11.9	12.3	15.5
4300	2018-05-07 03:00:00	2018	5	7	3	0.6	194	10.4	12.0	15.0
4300	2018-05-07 04:00:00	2018	5	7	4	0.7	204	9.9	10.9	13.5
4300	2018-05-07 05:00:00	2018	5	7	5	1.0	186	11.8	12.5	16.0
4300	2018-05-07 06:00:00	2018	5	7	6	2.7	194	12.6	13.2	17.4
4300	2018-05-07 07:00:00	2018	5	7	7	2.8	210	14.3	14.3	17.0
4300	2018-05-07 08:00:00	2018	5	7	8	3.0	180	10.2	12.2	15.4
4300	2018-05-07 09:00:00	2018	5	7	9	3.6	196	11.5	12.6	14.8
4300	2018-05-07 10:00:00	2018	5	7	10	3.7	192	11.4	11.7	14.4
4300	2018-05-07 11:00:00	2018	5	7	11	4.6	197	8.8	11.7	15.9
4300	2018-05-07 12:00:00	2018	5	7	12	4.8	206	8.9	10.1	12.4
4300	2018-05-07 13:00:00	2018	5	7	13	5.3	187	3.7	7.4	9.3
4300	2018-05-07 14:00:00	2018	5	7	14	5.5	196	6.8	8.1	11.0
4300	2018-05-07 15:00:00	2018	5	7	15	6.1	203	5.4	8.1	11.1
4300	2018-05-07 16:00:00	2018	5	7	16	7.3	238	0.4	5.5	6.8
4300	2018-05-07 17:00:00	2018	5	7	17	6.6	147	7.2	7.2	10.8
4300	2018-05-07 18:00:00	2018	5	7	18	6.4	146	7.1	7.6	9.6
4300	2018-05-07 19:00:00	2018	5	7	19	6.6	159	3.0	7.0	9.3
4300	2018-05-07 20:00:00	2018	5	7	20	6.2	146	6.0	6.1	8.4
4300	2018-05-07 21:00:00	2018	5	7	21	5.5	127	4.7	6.1	9.1
4300	2018-05-07 22:00:00	2018	5	7	22	4.8	101	6.7	6.7	9.6
4300	2018-05-07 23:00:00	2018	5	7	23	4.7	109	6.5	7.5	10.5
4300	2018-05-08 00:00:00	2018	5	7	24	4.4	117	4.6	6.6	9.4
4300	2018-05-08 01:00:00	2018	5	8	1	4.0	106	5.8	5.8	7.7
4300	2018-05-08 02:00:00	2018	5	8	2	3.9	111	4.4	5.6	8.0
4300	2018-05-08 03:00:00	2018	5	8	3	3.9	99	2.8	4.3	5.7
4300	2018-05-08 04:00:00	2018	5	8	4	3.4	97	5.8	6.3	9.0
4300	2018-05-08 05:00:00	2018	5	8	5	3.7	83	4.4	5.9	7.8
4300	2018-05-08 06:00:00	2018	5	8	6	4.1	90	5.7	5.8	7.5
4300	2018-05-08 07:00:00	2018	5	8	7	5.3	96	5.6	5.6	7.6
4300	2018-05-08 08:00:00	2018	5	8	8	6.7	81	4.7	5.0	6.8
4300	2018-05-08 09:00:00	2018	5	8	9	7.7	72	3.9	4.4	6.9
4300	2018-05-08 10:00:00	2018	5	8	10	9.3	95	3.2	3.2	5.5
4300	2018-05-08 11:00:00	2018	5	8	11	7.8	98	6.5	6.5	9.8
4300	2018-05-08 12:00:00	2018	5	8	12	7.8	107	6.7	7.4	10.2
4300	2018-05-08 13:00:00	2018	5	8	13	9.0	113	6.1	6.4	9.3
4300	2018-05-08 14:00:00	2018	5	8	14	10.0	118	5.3	6.5	8.2
4300	2018-05-08 15:00:00	2018	5	8	15	9.5	113	6.1	6.7	9.2
4300	2018-05-08 16:00:00	2018	5	8	16	9.5	77	3.9	7.0	8.8
4300	2018-05-08 17:00:00	2018	5	8	17	7.8	77	6.4	6.4	8.3
4300	2018-05-08 18:00:00	2018	5	8	18	7.2	72	6.4	6.4	8.5
4300	2018-05-08 19:00:00	2018	5	8	19	6.2	85	5.2	6.0	8.6
4300	2018-05-08 20:00:00	2018	5	8	20	5.8	97	3.7	4.6	6.0
4300	2018-05-08 21:00:00	2018	5	8	21	5.1	77	2.3	4.4	5.5
4300	2018-05-08 22:00:00	2018	5	8	22	4.6	19	2.1	2.2	2.8
4300	2018-05-08 23:00:00	2018	5	8	23	3.6	346	2.3	2.7	3.4
4300	2018-05-09 00:00:00	2018	5	8	24	2.9	324	2.6	2.6	3.8
4300	2018-05-09 01:00:00	2018	5	9	1	2.7	314	3.5	3.7	5.1
4300	2018-05-09 02:00:00	2018	5	9	2	2.3	306	4.0	4.0	5.4
4300	2018-05-09 03:00:00	2018	5	9	3	2.0	324	3.2	4.1	5.3
4300	2018-05-09 04:00:00	2018	5	9	4	1.8	326	3.7	3.7	5.3
4300	2018-05-09 05:00:00	2018	5	9	5	1.8	302	2.4	3.1	4.7
4300	2018-05-09 06:00:00	2018	5	9	6	2.2	325	3.2	3.4	4.5
4300	2018-05-09 07:00:00	2018	5	9	7	2.6	313	1.2	3.1	4.2
4300	2018-05-09 08:00:00	2018	5	9	8	3.1	335	3.1	3.5	5.1
4300	2018-05-09 09:00:00	2018	5	9	9	4.0	342	2.0	3.0	4.2
4300	2018-05-09 10:00:00	2018	5	9	10	4.2	14	3.7	3.7	4.8
4300	2018-05-09 11:00:00	2018	5	9	11	3.6	340	3.1	4.4	5.8
4300	2018-05-09 12:00:00	2018	5	9	12	3.6	16	5.0	5.0	6.9
4300	2018-05-09 13:00:00	2018	5	9	13	4.7	10	5.4	5.4	7.3
4300	2018-05-09 14:00:00	2018	5	9	14	5.4	21	4.8	6.2	8.5
4300	2018-05-09 15:00:00	2018	5	9	15	5.1	32	7.1	7.3	9.8
4300	2018-05-09 16:00:00	2018	5	9	16	4.9	41	5.5	7.2	9.5
4300	2018-05-09 17:00:00	2018	5	9	17	5.0	36	6.3	6.3	8.5
4300	2018-05-09 18:00:00	2018	5	9	18	5.1	33	5.2	7.2	9.4
4300	2018-05-09 19:00:00	2018	5	9	19	4.5	43	6.7	6.7	8.9
4300	2018-05-09 20:00:00	2018	5	9	20	4.2	38	7.6	7.6	9.9
4300	2018-05-09 21:00:00	2018	5	9	21	4.0	31	7.1	7.9	10.8
4300	2018-05-09 22:00:00	2018	5	9	22	4.0	54	7.8	7.8	11.5
4300	2018-05-09 23:00:00	2018	5	9	23	4.0	63	7.0	7.4	9.9
4300	2018-05-10 00:00:00	2018	5	9	24	3.3	83	5.1	7.4	9.3
4300	2018-05-10 01:00:00	2018	5	10	1	2.9	90	4.5	6.2	9.4
4300	2018-05-10 02:00:00	2018	5	10	2	2.8	73	4.0	4.0	4.8
4300	2018-05-10 03:00:00	2018	5	10	3	3.8	66	3.9	3.9	5.9
4300	2018-05-10 04:00:00	2018	5	10	4	2.8	341	1.8	3.6	4.8
4300	2018-05-10 05:00:00	2018	5	10	5	4.2	30	2.9	3.6	4.8
4300	2018-05-10 06:00:00	2018	5	10	6	3.5	4	1.7	2.7	3.9
4300	2018-05-10 07:00:00	2018	5	10	7	3.8	4	2.9	4.0	5.5
4300	2018-05-10 08:00:00	2018	5	10	8	4.0	16	3.1	3.4	4.9
4300	2018-05-10 09:00:00	2018	5	10	9	4.7	18	4.8	4.8	6.4
4300	2018-05-10 10:00:00	2018	5	10	10	5.5	354	2.8	4.3	5.5
4300	2018-05-10 11:00:00	2018	5	10	11	6.0	263	1.9	2.0	3.2
4300	2018-05-10 12:00:00	2018	5	10	12	5.9	315	3.9	3.9	5.7
4300	2018-05-10 13:00:00	2018	5	10	13	6.8	290	1.3	3.0	4.7
4300	2018-05-10 14:00:00	2018	5	10	14	8.2	208	1.2	1.8	2.7
4300	2018-05-10 15:00:00	2018	5	10	15	6.9	193	2.1	2.1	2.5
4300	2018-05-10 16:00:00	2018	5	10	16	4.5	209	7.0	7.0	8.8
4300	2018-05-10 17:00:00	2018	5	10	17	6.2	289	1.0	6.6	7.8
4300	2018-05-10 18:00:00	2018	5	10	18	6.7	200	7.9	7.9	11.0
4300	2018-05-10 19:00:00	2018	5	10	19	7.0	208	8.5	9.4	11.7
4300	2018-05-10 20:00:00	2018	5	10	20	6.5	217	6.1	7.8	10.1
4300	2018-05-10 21:00:00	2018	5	10	21	5.7	190	7.6	7.6	11.2
4300	2018-05-10 22:00:00	2018	5	10	22	5.1	199	12.9	12.9	16.0
4300	2018-05-10 23:00:00	2018	5	10	23	4.8	203	12.5	14.3	18.3
4300	2018-05-11 00:00:00	2018	5	10	24	4.1	186	9.0	11.5	14.8
4300	2018-05-11 01:00:00	2018	5	11	1	4.0	195	9.3	10.0	12.4
4300	2018-05-11 02:00:00	2018	5	11	2	3.7	193	9.7	9.8	12.2
4300	2018-05-11 03:00:00	2018	5	11	3	3.4	185	9.5	9.5	11.9
4300	2018-05-11 04:00:00	2018	5	11	4	2.7	160	3.6	8.5	11.4
4300	2018-05-11 05:00:00	2018	5	11	5	3.7	125	0.4	4.6	5.9
4300	2018-05-11 06:00:00	2018	5	11	6	3.9	155	2.8	2.8	4.4
4300	2018-05-11 07:00:00	2018	5	11	7	4.3	35	1.7	2.9	4.4
4300	2018-05-11 08:00:00	2018	5	11	8	4.8	70	1.5	2.3	3.1
4300	2018-05-11 09:00:00	2018	5	11	9	5.8	29	1.9	2.1	2.7
4300	2018-05-11 10:00:00	2018	5	11	10	7.5	226	0.6	1.5	2.4
4300	2018-05-11 11:00:00	2018	5	11	11	6.8	299	4.0	4.0	6.0
4300	2018-05-11 12:00:00	2018	5	11	12	8.2	303	3.6	4.9	6.0
4300	2018-05-11 13:00:00	2018	5	11	13	9.6	226	0.5	2.6	4.4
4300	2018-05-11 14:00:00	2018	5	11	14	8.7	160	6.5	8.4	13.1
4300	2018-05-11 15:00:00	2018	5	11	15	10.1	134	6.6	10.3	14.1
4300	2018-05-11 16:00:00	2018	5	11	16	10.0	142	4.6	9.1	12.2
4300	2018-05-11 17:00:00	2018	5	11	17	9.5	140	6.0	9.3	13.7
4300	2018-05-11 18:00:00	2018	5	11	18	8.8	112	7.6	7.6	10.1
4300	2018-05-11 19:00:00	2018	5	11	19	8.2	120	4.1	6.8	9.0
4300	2018-05-11 20:00:00	2018	5	11	20	7.7	109	1.9	4.7	7.4
4300	2018-05-11 21:00:00	2018	5	11	21	7.4	98	4.9	4.9	7.2
4300	2018-05-11 22:00:00	2018	5	11	22	6.5	90	4.2	5.3	6.6
4300	2018-05-11 23:00:00	2018	5	11	23	5.6	90	3.8	4.0	5.8
4300	2018-05-12 00:00:00	2018	5	11	24	5.2	74	3.6	3.6	4.8
4300	2018-05-12 01:00:00	2018	5	12	1	5.6	98	4.2	4.2	5.3
4300	2018-05-12 02:00:00	2018	5	12	2	5.1	84	3.0	4.3	5.7
4300	2018-05-12 03:00:00	2018	5	12	3	5.3	74	3.2	4.0	5.5
4300	2018-05-12 04:00:00	2018	5	12	4	4.9	0	0.2	3.7	4.9
4300	2018-05-12 05:00:00	2018	5	12	5	4.9	72	2.3	2.9	4.3
4300	2018-05-12 06:00:00	2018	5	12	6	5.3	75	4.2	5.6	7.4
4300	2018-05-12 07:00:00	2018	5	12	7	6.0	70	3.1	4.7	6.3
4300	2018-05-12 08:00:00	2018	5	12	8	6.6	94	2.3	4.0	5.1
4300	2018-05-12 09:00:00	2018	5	12	9	7.6	120	2.6	2.6	3.9
4300	2018-05-12 10:00:00	2018	5	12	10	8.1	91	3.1	5.0	6.4
4300	2018-05-12 11:00:00	2018	5	12	11	9.7	164	2.8	4.2	6.4
4300	2018-05-12 12:00:00	2018	5	12	12	11.0	116	5.0	6.4	9.2
4300	2018-05-12 13:00:00	2018	5	12	13	10.5	123	3.9	5.6	9.6
4300	2018-05-12 14:00:00	2018	5	12	14	10.9	111	6.6	6.6	9.0
4300	2018-05-12 15:00:00	2018	5	12	15	10.6	131	4.6	6.0	8.1
4300	2018-05-12 16:00:00	2018	5	12	16	10.6	115	4.1	4.4	6.2
4300	2018-05-12 17:00:00	2018	5	12	17	10.5	77	3.5	4.6	5.9
4300	2018-05-12 18:00:00	2018	5	12	18	8.8	71	5.0	5.3	6.8
4300	2018-05-12 19:00:00	2018	5	12	19	7.9	75	4.8	5.4	7.2
4300	2018-05-12 20:00:00	2018	5	12	20	6.6	106	2.7	5.0	6.8
4300	2018-05-12 21:00:00	2018	5	12	21	5.9	181	6.4	6.4	8.8
4300	2018-05-12 22:00:00	2018	5	12	22	5.3	207	4.5	6.6	7.9
4300	2018-05-12 23:00:00	2018	5	12	23	5.1	210	4.8	5.3	6.9
4300	2018-05-13 00:00:00	2018	5	12	24	5.1	220	6.7	7.4	9.4
4300	2018-05-13 01:00:00	2018	5	13	1	5.2	202	4.3	5.9	7.3
4300	2018-05-13 02:00:00	2018	5	13	2	4.7	174	5.4	6.1	7.8
4300	2018-05-13 03:00:00	2018	5	13	3	4.8	182	9.4	9.4	11.6
4300	2018-05-13 04:00:00	2018	5	13	4	4.8	186	9.7	9.9	11.8
4300	2018-05-13 05:00:00	2018	5	13	5	5.2	186	9.7	9.7	11.4
4300	2018-05-13 06:00:00	2018	5	13	6	5.2	179	9.1	10.1	11.9
4300	2018-05-13 07:00:00	2018	5	13	7	5.9	170	7.7	9.3	11.4
4300	2018-05-13 08:00:00	2018	5	13	8	6.8	166	7.0	7.2	8.9
4300	2018-05-13 09:00:00	2018	5	13	9	8.1	169	6.1	7.1	9.1
4300	2018-05-13 10:00:00	2018	5	13	10	9.5	167	4.6	5.7	7.7
4300	2018-05-13 11:00:00	2018	5	13	11	9.9	140	2.0	3.8	5.4
4300	2018-05-13 12:00:00	2018	5	13	12	11.8	224	1.3	2.8	3.7
4300	2018-05-13 13:00:00	2018	5	13	13	10.9	152	2.0	4.6	7.0
4300	2018-05-13 14:00:00	2018	5	13	14	11.8	223	0.5	3.1	5.3
4300	2018-05-13 15:00:00	2018	5	13	15	11.2	136	2.7	4.1	5.9
4300	2018-05-13 16:00:00	2018	5	13	16	11.6	133	3.5	4.5	6.3
4300	2018-05-13 17:00:00	2018	5	13	17	11.5	127	5.3	5.7	7.9
4300	2018-05-13 18:00:00	2018	5	13	18	10.5	111	5.3	6.2	9.9
4300	2018-05-13 19:00:00	2018	5	13	19	9.2	112	5.6	6.0	8.5
4300	2018-05-13 20:00:00	2018	5	13	20	8.1	77	5.1	6.1	8.0
4300	2018-05-13 21:00:00	2018	5	13	21	6.8	64	3.9	5.2	6.9
4300	2018-05-13 22:00:00	2018	5	13	22	5.5	64	5.5	5.5	7.1
4300	2018-05-13 23:00:00	2018	5	13	23	5.0	65	4.3	5.4	7.4
4300	2018-05-14 00:00:00	2018	5	13	24	4.5	54	2.9	4.4	6.0
4300	2018-05-14 01:00:00	2018	5	14	1	3.9	71	2.8	3.0	4.0
4300	2018-05-14 02:00:00	2018	5	14	2	3.4	87	2.1	2.8	3.4
4300	2018-05-14 03:00:00	2018	5	14	3	2.7	80	0.0	1.1	2.6
4300	2018-05-14 04:00:00	2018	5	14	4	2.0	262	1.5	1.5	2.2
4300	2018-05-14 05:00:00	2018	5	14	5	1.8	187	3.3	3.3	4.5
4300	2018-05-14 06:00:00	2018	5	14	6	3.5	198	4.3	5.6	6.6
4300	2018-05-14 07:00:00	2018	5	14	7	5.3	191	3.9	4.7	5.6
4300	2018-05-14 08:00:00	2018	5	14	8	7.3	195	5.4	5.8	6.8
4300	2018-05-14 09:00:00	2018	5	14	9	9.7	217	4.2	5.5	6.7
