STOD	TIMI	T	D	F	FX	FG
4300	2017-05-21 18:00:00	13,5	159	5	5	6,1
4300	2017-05-21 19:00:00	12,4	130	4,9	5,8	7,1
4300	2017-05-21 20:00:00	10,8	128	3	4,4	5,7
4300	2017-05-21 21:00:00	11,2	167	4,4	5	6,1
4300	2017-05-21 22:00:00	9,9	140	4,6	4,6	6
4300	2017-05-21 23:00:00	9,7	153	5,1	5,1	6,9
4300	2017-05-22 00:00:00	6,9	111	1,9	5,2	6,4
4300	2017-05-22 01:00:00	8,9	156	6,2	6,2	7,8
4300	2017-05-22 02:00:00	8,1	173	5,2	7,2	9,1
4300	2017-05-22 03:00:00	7,9	155	6,6	6,6	8,3
4300	2017-05-22 04:00:00	8	170	4,6	7,3	9,6
4300	2017-05-22 05:00:00	8,3	124	4,2	4,2	6,1
4300	2017-05-22 06:00:00	9,1	123	4,8	5,1	6,4
4300	2017-05-22 07:00:00	10,3	120	5,4	5,4	7,6
4300	2017-05-22 08:00:00	9,9	122	4,5	5,5	7,2
4300	2017-05-22 09:00:00	10,4	133	5	5	6
4300	2017-05-22 10:00:00	10,4	117	4	5,1	6,2
4300	2017-05-22 11:00:00	11	115	4,9	4,9	6,2
4300	2017-05-22 12:00:00	12,7	120	5,4	5,4	7,6
4300	2017-05-22 13:00:00	12,3	116	5,6	5,8	8,2
4300	2017-05-22 14:00:00	11,6	118	5,4	5,9	8,1
4300	2017-05-22 15:00:00	11,4	120	5,6	5,6	7,3
4300	2017-05-22 16:00:00	11,2	115	5,2	5,2	7
4300	2017-05-22 17:00:00	10,9	122	5	5,1	6,5
4300	2017-05-22 18:00:00	11	124	5,2	5,6	7,6
4300	2017-05-22 19:00:00	10,4	122	4,9	5	6,3
4300	2017-05-22 20:00:00	9,1	117	4,9	5	6,3
4300	2017-05-22 21:00:00	9,2	122	4,3	5	6
4300	2017-05-22 22:00:00	9,1	105	5	5	6,1
4300	2017-05-22 23:00:00	8,5	102	4,8	5,1	6,2
4300	2017-05-23 00:00:00	8,3	91	4,8	5,2	6,2
4300	2017-05-23 01:00:00	7,6	104	4,6	5,2	6,2
4300	2017-05-23 02:00:00	7,3	96	4,8	4,8	6
4300	2017-05-23 03:00:00	7,1	86	5,1	5,1	6,2
4300	2017-05-23 04:00:00	7,2	102	5,1	5,1	6,2
4300	2017-05-23 05:00:00	7,3	100	4,9	4,9	6,2
4300	2017-05-23 06:00:00	7,2	79	5,2	5,2	6,2
4300	2017-05-23 07:00:00	8,1	102	4,5	5,3	6,3
4300	2017-05-23 08:00:00	8	116	5,1	5,1	6,1
4300	2017-05-23 09:00:00	10,2	97	4,7	5,2	6,3
4300	2017-05-23 10:00:00	10,1	117	4,9	5,4	6,3
4300	2017-05-23 11:00:00	11,5	120	4,8	5,2	6,2
4300	2017-05-23 12:00:00	12,9	113	3,4	5,1	6,2
4300	2017-05-23 13:00:00	13,4	138	0,5	3,6	5,7
4300	2017-05-23 14:00:00	14,1	12	1	1,9	2,8
4300	2017-05-23 15:00:00	14,2	171	1,4	2,2	4
4300	2017-05-23 16:00:00	14,1	179	1,9	3,5	5,1
4300	2017-05-23 17:00:00	15	15	0,9	1,9	2,6
4300	2017-05-23 18:00:00	14,8	18	0,8	1,8	3,1
4300	2017-05-23 19:00:00	13,9	276	3	4,2	6
4300	2017-05-23 20:00:00	11,2	279	4,9	5,6	6,3
4300	2017-05-23 21:00:00	10,8	248	2,5	4	5,8
4300	2017-05-23 22:00:00	10,6	234	2,4	2,8	4,7
4300	2017-05-23 23:00:00	9,6	205	2,6	2,9	3,5
4300	2017-05-24 00:00:00	9,4	203	3,8	3,8	4,7
4300	2017-05-24 01:00:00	9,2	188	5,2	5,2	6,3
4300	2017-05-24 02:00:00	8,6	197	5,5	5,5	6,5
4300	2017-05-24 03:00:00	8,4	197	4,8	5,3	6,3
4300	2017-05-24 04:00:00	7,9	190	4,6	5,2	6,2
4300	2017-05-24 05:00:00	7,7	201	4,3	5	6,3
4300	2017-05-24 06:00:00	8	189	4,8	4,8	6,2
4300	2017-05-24 07:00:00	8,3	192	5,2	5,5	6,4
4300	2017-05-24 08:00:00	7,6	263	2,2	4,2	5,3
4300	2017-05-24 09:00:00	8,9	357	1,2	1,4	2,4
4300	2017-05-24 10:00:00	10,1	312	1,5	1,5	3,4
4300	2017-05-24 11:00:00	10,3	305	2,4	3,1	4,6
4300	2017-05-24 12:00:00	9,5	295	4,1	4,9	6
4300	2017-05-24 13:00:00	10,1	339	3,9	4,3	6,1
4300	2017-05-24 14:00:00	9,9	323	4,4	5,2	6,4
4300	2017-05-24 15:00:00	10,6	333	3,8	4,4	5,7
4300	2017-05-24 16:00:00	10,9	334	4,2	4,2	6,2
4300	2017-05-24 17:00:00	10,4	11	5,5	5,5	6,4
4300	2017-05-24 18:00:00	9,5	26	5,3	5,3	6,4
4300	2017-05-24 19:00:00	8,8	357	4,7	5,4	6,4
4300	2017-05-24 20:00:00	8,5	25	5	5,1	6,4
4300	2017-05-24 21:00:00	7,8	38	4,2	4,4	6,2
4300	2017-05-24 22:00:00	7,5	4	4,2	4,9	6,3
4300	2017-05-24 23:00:00	7	38	3,7	4,2	6
4300	2017-05-25 00:00:00	6,3	42	3,8	4,2	5,3
4300	2017-05-25 01:00:00	6	33	4,7	4,7	6,2
4300	2017-05-25 02:00:00	5,6	33	3	4,7	6,1
4300	2017-05-25 03:00:00	5,7	59	3,9	3,9	5,3
4300	2017-05-25 04:00:00	5,3	70	4,9	5,1	6,2
4300	2017-05-25 05:00:00	5,3	63	4,9	5,2	6,2
4300	2017-05-25 06:00:00	5,3	75	5	5,3	6,3
4300	2017-05-25 07:00:00	5,5	67	5,1	5,1	6,3
4300	2017-05-25 08:00:00	6,4	75	5,2	5,2	6,3
4300	2017-05-25 09:00:00	8,1	83	5,2	5,2	6,4
4300	2017-05-25 10:00:00	9,5	75	4,1	5,3	6,3
4300	2017-05-25 11:00:00	11,4	64	3,3	4,8	6,4
4300	2017-05-25 12:00:00	13,4	71	2,4	3,9	5,5
4300	2017-05-25 13:00:00	12,8	287	4,9	4,9	6,2
4300	2017-05-25 14:00:00	10,9	283	5,2	5,3	7,1
4300	2017-05-25 15:00:00	11,7	289	4,9	5,1	6,7
4300	2017-05-25 16:00:00	11,2	286	4,7	4,9	6,4
4300	2017-05-25 17:00:00	12,4	286	4,9	5,2	6,2
4300	2017-05-25 18:00:00	12	278	4,7	5,1	6,2
4300	2017-05-25 19:00:00	11,9	277	4,5	5	6,1
4300	2017-05-25 20:00:00	10,8	282	3,1	4,3	5,8
4300	2017-05-25 21:00:00	9,7	285	2,8	3	4,5
4300	2017-05-25 22:00:00	8,9	288	2	2,5	3,4
4300	2017-05-25 23:00:00	8	244	0,7	2,3	2,9
4300	2017-05-26 00:00:00	6,4	338	1,1	1,4	2,4
4300	2017-05-26 01:00:00	6,8	299	0,6	0,8	1,6
4300	2017-05-26 02:00:00	7	37	0,4	1,1	1,7
4300	2017-05-26 03:00:00	7,9	74	0,7	1	2,6
4300	2017-05-26 04:00:00	8,5	82	0,2	1,3	1,7
4300	2017-05-26 05:00:00	8,4	175	1	1	1,8
4300	2017-05-26 06:00:00	9,4	206	2,3	2,8	3,6
4300	2017-05-26 07:00:00	9,6	227	2,2	2,2	2,8
4300	2017-05-26 08:00:00	11,9	229	2,1	2,1	3,2
4300	2017-05-26 09:00:00	11,8	203	1,4	2,6	3,5
4300	2017-05-26 10:00:00	12,7	181	1,7	1,7	2,2
4300	2017-05-26 11:00:00	14,4	198	1,3	1,9	2,7
4300	2017-05-26 12:00:00	14	242	2,3	2,3	3
4300	2017-05-26 13:00:00	15,5	238	2	2	3,2
4300	2017-05-26 14:00:00	14,3	286	2,6	4,1	6,1
4300	2017-05-26 15:00:00	15,1	43	5,2	5,2	6,3
4300	2017-05-26 16:00:00	14	28	5,1	5,3	6,3
4300	2017-05-26 17:00:00	13,1	35	5,2	5,2	6,3
4300	2017-05-26 18:00:00	12,1	35	5,2	5,3	6,3
4300	2017-05-26 19:00:00	11	82	1,9	5,2	6,3
4300	2017-05-26 20:00:00	8,5	294	2,6	2,6	3,7
4300	2017-05-26 21:00:00	9,1	310	2,6	3,5	5,3
4300	2017-05-26 22:00:00	9,8	353	1,4	1,9	3,7
4300	2017-05-26 23:00:00	9,6	26	1,8	2,7	3,3
4300	2017-05-27 00:00:00	9	31	1,2	1,7	3,5
4300	2017-05-27 01:00:00	7,1	282	2,8	2,8	4,1
4300	2017-05-27 02:00:00	5,7	285	3,6	3,6	6
4300	2017-05-27 03:00:00	5,3	304	2,7	4,5	6
4300	2017-05-27 04:00:00	5,5	319	1,3	2,5	3,8
4300	2017-05-27 05:00:00	5,7	221	2,2	2,3	3,7
4300	2017-05-27 06:00:00	6,5	360	0,2	2,2	2,8
4300	2017-05-27 07:00:00	9,1	304	0,4	1,4	2,5
4300	2017-05-27 08:00:00	10,9	140	0,9	0,9	1,9
4300	2017-05-27 09:00:00	13,2	192	1,5	1,5	2,3
4300	2017-05-27 10:00:00	13,5	234	4,5	4,6	5,7
4300	2017-05-27 11:00:00	13,4	289	3,3	4,4	6
4300	2017-05-27 12:00:00	13,3	287	4	4	6
4300	2017-05-27 13:00:00	13,3	276	3,3	4,6	5,9
4300	2017-05-27 14:00:00	12,9	285	3,6	4,1	5,6
4300	2017-05-27 15:00:00	13	303	5	5	6,3
4300	2017-05-27 16:00:00	12,2	296	4,5	5,2	6,4
4300	2017-05-27 17:00:00	12,4	296	4,8	4,9	6,3
4300	2017-05-27 18:00:00	11,1	114	3,1	4,6	6,4
4300	2017-05-27 19:00:00	10,1	118	2,6	2,9	5,8
4300	2017-05-27 20:00:00	8,2	94	3,2	3,2	5,7
4300	2017-05-27 21:00:00	7,6	113	3,8	3,8	5
4300	2017-05-27 22:00:00	7,1	90	4,2	4,2	5,3
4300	2017-05-27 23:00:00	6,9	85	3,8	4,1	5,3
4300	2017-05-28 00:00:00	6,8	99	3,1	3,3	4,3
4300	2017-05-28 01:00:00	5,6	289	2,7	3,1	4,3
4300	2017-05-28 02:00:00	6,2	312	2,3	3,1	4,2
4300	2017-05-28 03:00:00	5,9	62	1	2,2	2,9
4300	2017-05-28 04:00:00	5,9	76	3,2	4,4	5,8
4300	2017-05-28 05:00:00	5,8	79	2,8	2,8	4,7
4300	2017-05-28 06:00:00	5,4	89	3,5	3,5	4,9
4300	2017-05-28 07:00:00	6,2	74	1,3	3,7	4,7
4300	2017-05-28 08:00:00	6,4	76	3,8	3,8	5
4300	2017-05-28 09:00:00	6,3	54	4	4,3	6,1
4300	2017-05-28 10:00:00	7,3	72	4,8	4,8	6,4
4300	2017-05-28 11:00:00	7,9	74	4,3	5,1	6,3
4300	2017-05-28 12:00:00	9	71	3,3	4,8	6,3
4300	2017-05-28 13:00:00	10,8	61	3,7	3,7	5,3
4300	2017-05-28 14:00:00	12,3	228	3,7	3,7	4,8
4300	2017-05-28 15:00:00	12,1	253	3	3,2	4,8
4300	2017-05-28 16:00:00	11,9	283	4,4	4,7	6
4300	2017-05-28 17:00:00	13	277	2,7	4,6	6,1
4300	2017-05-28 18:00:00	12,8	260	4	4,6	6
4300	2017-05-28 19:00:00	12,4	200	6,2	6,2	7,6
4300	2017-05-28 20:00:00	12,8	210	5,1	5,5	7,1
4300	2017-05-28 21:00:00	12,1	233	5,3	5,5	6,4
4300	2017-05-28 22:00:00	10	251	4,5	5,1	6,2
4300	2017-05-28 23:00:00	10	228	3	3,6	5
4300	2017-05-29 00:00:00	8,8	195	4,4	4,4	5,4
4300	2017-05-29 01:00:00	7,5	201	4,5	4,5	5,8
4300	2017-05-29 02:00:00	6,8	190	5,3	5,3	6,3
4300	2017-05-29 03:00:00	5,9	204	3,7	5,4	6,4
4300	2017-05-29 04:00:00	5,7	109	1,7	2,6	3,6
4300	2017-05-29 05:00:00	6,4	116	1,1	1,1	2,3
4300	2017-05-29 06:00:00	7,7	141	1,5	1,5	2,4
4300	2017-05-29 07:00:00	9,7	77	4,4	4,4	6,1
4300	2017-05-29 08:00:00	10,5	59	3,1	4,5	6,1
4300	2017-05-29 09:00:00	11,1	84	3,5	3,9	5,8
4300	2017-05-29 10:00:00	12,1	86	4,4	4,4	6,3
4300	2017-05-29 11:00:00	12	126	3,8	4,3	6,1
4300	2017-05-29 12:00:00	12,7	190	2,6	4,3	5,9
4300	2017-05-29 13:00:00	13,2	211	1,1	2,8	3,9
4300	2017-05-29 14:00:00	13,2	121	5,1	5,1	6,2
4300	2017-05-29 15:00:00	13,6	112	5	5,1	6,1
4300	2017-05-29 16:00:00	13,3	121	4,8	5,1	6,1
4300	2017-05-29 17:00:00	12,9	132	5	5	6,1
4300	2017-05-29 18:00:00	13	121	4,9	5	6,1
4300	2017-05-29 19:00:00	12,6	134	5,1	5,1	6,6
4300	2017-05-29 20:00:00	11,6	111	5,1	5,4	7,7
4300	2017-05-29 21:00:00	10,6	95	5,1	5,1	6,3
4300	2017-05-29 22:00:00	9,6	77	5,2	5,2	6,3
4300	2017-05-29 23:00:00	9,2	91	5,1	5,2	6,3
4300	2017-05-30 00:00:00	8,4	93	5	5,3	7,3
4300	2017-05-30 01:00:00	8,1	81	5,1	5,3	6,2
4300	2017-05-30 02:00:00	8	97	5,3	5,3	6,7
4300	2017-05-30 03:00:00	7,5	71	5,2	5,3	6,7
4300	2017-05-30 04:00:00	6,9	83	4,4	5,2	6,2
4300	2017-05-30 05:00:00	6,7	87	4,4	5,1	6,2
4300	2017-05-30 06:00:00	6,7	74	5,2	5,2	6,2
4300	2017-05-30 07:00:00	6,7	69	5,1	5,4	6,9
4300	2017-05-30 08:00:00	6,9	66	5,2	5,2	6,4
4300	2017-05-30 09:00:00	6,2	68	5,8	5,8	7,7
4300	2017-05-30 10:00:00	6,3	64	5,4	6	8
4300	2017-05-30 11:00:00	6	64	6,4	6,4	8,7
4300	2017-05-30 12:00:00	6,1	60	5,9	6,2	8,5
4300	2017-05-30 13:00:00	5,9	70	6,3	6,3	8,7
4300	2017-05-30 14:00:00	6	69	6,5	6,9	9,7
4300	2017-05-30 15:00:00	5,5	76	5,9	6,7	8,6
4300	2017-05-30 16:00:00	5,1	71	6,2	6,3	8,9
4300	2017-05-30 17:00:00	5,2	65	6,3	6,8	9,2
4300	2017-05-30 18:00:00	5,1	56	5,3	6	8,2
4300	2017-05-30 19:00:00	4,9	58	5,8	6,1	8,7
4300	2017-05-30 20:00:00	4,8	57	5,6	6,1	8,1
4300	2017-05-30 21:00:00	4,9	55	5,2	5,6	7,5
4300	2017-05-30 22:00:00	4,6	54	5,2	5,3	6,6
4300	2017-05-30 23:00:00	4,6	53	5,3	5,3	6,9
4300	2017-05-31 00:00:00	4,7	55	5,3	5,3	6,6
4300	2017-05-31 01:00:00	4,9	58	5	5,3	6,4
4300	2017-05-31 02:00:00	5	59	5,4	5,4	6,8
4300	2017-05-31 03:00:00	4,7	57	5,3	5,3	6,6
4300	2017-05-31 04:00:00	4,5	53	5,3	5,3	6,9
4300	2017-05-31 05:00:00	4,2	57	5,3	5,3	7
4300	2017-05-31 06:00:00	4,3	60	5,3	5,4	6,9
4300	2017-05-31 07:00:00	4,4	67	5,6	5,6	7,4
4300	2017-05-31 08:00:00	4,6	72	5,3	5,7	7,6
4300	2017-05-31 09:00:00	4,4	67	5,6	5,6	6,9
4300	2017-05-31 10:00:00	4,7	67	5,5	5,6	7,4
4300	2017-05-31 11:00:00	5,4	76	5,3	5,3	6,7
4300	2017-05-31 12:00:00	5,7	88	5,3	5,3	6,9
4300	2017-05-31 13:00:00	7	70	5,5	5,5	7,4
4300	2017-05-31 14:00:00	8	76	5,6	5,7	7,7
4300	2017-05-31 15:00:00	8,6	80	4,9	5,5	7,3
4300	2017-05-31 16:00:00	9,4	77	5,2	5,5	8,5
4300	2017-05-31 17:00:00	8,8	78	4,9	5,2	6,2
4300	2017-05-31 18:00:00	8,9	76	5,4	5,4	7,1
4300	2017-05-31 19:00:00	9,4	76	5,2	5,3	7,1
4300	2017-05-31 20:00:00	10,1	107	4,3	5	6,3
4300	2017-05-31 21:00:00	8,8	99	5,1	5,1	6,2
4300	2017-05-31 22:00:00	8,2	101	4,1	5,2	6,3
4300	2017-05-31 23:00:00	6,9	112	4,7	5	6,1
4300	2017-06-01 00:00:00	6,1	106	4,2	5,2	6,2
4300	2017-06-01 01:00:00	5,8	90	5,1	5,1	6,2
4300	2017-06-01 02:00:00	6,5	94	5,1	5,1	6,2
4300	2017-06-01 03:00:00	5,8	65	4,9	5,3	6,3
4300	2017-06-01 04:00:00	5,8	78	5,3	5,4	6,7
4300	2017-06-01 05:00:00	6	84	5,9	5,9	7,9
4300	2017-06-01 06:00:00	6	85	5,5	5,9	8,4
4300	2017-06-01 07:00:00	5,5	71	5,7	5,9	8,3
4300	2017-06-01 08:00:00	5,8	83	6,3	6,3	8,8
4300	2017-06-01 09:00:00	5,5	73	5,9	6,3	9,5
4300	2017-06-01 10:00:00	5,6	71	6,6	6,6	9,6
4300	2017-06-01 11:00:00	5,5	67	5,9	6,4	9,1
4300	2017-06-01 12:00:00	5,4	75	5,5	6,4	9,3
4300	2017-06-01 13:00:00	5,7	72	6,5	6,7	9,7
4300	2017-06-01 14:00:00	6,8	89	9	9	15,4
4300	2017-06-01 15:00:00	6,9	85	6,8	8,8	15,8
4300	2017-06-01 16:00:00	8,4	83	8,1	8,1	17,4
4300	2017-06-01 17:00:00	7,1	73	6,7	10,9	19,7
4300	2017-06-01 18:00:00	8,1	82	5,3	6,6	9,6
4300	2017-06-01 19:00:00	8,7	82	5,9	6,5	9,7
4300	2017-06-01 20:00:00	7,7	72	5,6	5,6	7,9
4300	2017-06-01 21:00:00	7,2	73	5,7	6,5	8,7
4300	2017-06-01 22:00:00	6,8	65	5,5	6	8,6
4300	2017-06-01 23:00:00	6,4	56	5,4	5,8	7,8
4300	2017-06-02 00:00:00	6,3	66	4,8	5,7	7,3
4300	2017-06-02 01:00:00	5,9	53	5,1	5,2	6,4
4300	2017-06-02 02:00:00	5,7	46	4,1	5,2	6,4
4300	2017-06-02 03:00:00	6	68	4,2	5,1	6,3
4300	2017-06-02 04:00:00	5,9	37	4,4	5,3	6,4
4300	2017-06-02 05:00:00	6	33	4,7	5,2	6,5
4300	2017-06-02 06:00:00	5,8	43	2,7	4,7	6
4300	2017-06-02 07:00:00	6,2	53	3,4	4,7	6,3
4300	2017-06-02 08:00:00	6,2	57	5,1	5,1	6,3
4300	2017-06-02 09:00:00	6,3	68	4,1	5,3	6,4
4300	2017-06-02 10:00:00	6,9	56	4,5	5,1	6,4
4300	2017-06-02 11:00:00	7,2	42	5,4	5,4	6,4
4300	2017-06-02 12:00:00	7,1	34	5,4	5,4	6,5
4300	2017-06-02 13:00:00	7,3	43	4,8	5,2	6,5
4300	2017-06-02 14:00:00	6,8	42	4,4	4,9	6,4
4300	2017-06-02 15:00:00	7,1	4	1,5	4,9	6,4
4300	2017-06-02 16:00:00	7	19	2,4	2,9	4,6
4300	2017-06-02 17:00:00	7,3	83	1	2,1	3,6
4300	2017-06-02 18:00:00	7,1	328	1,4	1,8	3
4300	2017-06-02 19:00:00	6,8	289	2,8	2,8	4,4
4300	2017-06-02 20:00:00	6,6	309	4,4	4,4	5,5
4300	2017-06-02 21:00:00	6,2	300	3,8	4,3	5,7
4300	2017-06-02 22:00:00	5,8	302	4	4	5,7
4300	2017-06-02 23:00:00	5,8	309	3,8	4	5,1
4300	2017-06-03 00:00:00	5,9	304	2,1	3,3	4,7
4300	2017-06-03 01:00:00	5,9	296	1,3	1,9	3
4300	2017-06-03 02:00:00	5,7	319	1,4	1,7	2,4
4300	2017-06-03 03:00:00	5,8	3	1,5	1,9	2,4
4300	2017-06-03 04:00:00	5,3	111	2	3,1	4
4300	2017-06-03 05:00:00	5,2	162	3,5	3,9	5,2
4300	2017-06-03 06:00:00	5,5	175	2,7	2,7	4,1
4300	2017-06-03 07:00:00	7,1	223	1,7	3	4,7
4300	2017-06-03 08:00:00	8,1	81	2,2	2,2	3,6
4300	2017-06-03 09:00:00	8,8	126	1,1	1,3	2,5
4300	2017-06-03 10:00:00	10,5	79	0,7	1,1	1,9
4300	2017-06-03 11:00:00	10,6	114	2,1	3,5	5,5
4300	2017-06-03 12:00:00	10,9	136	4,9	5,1	6,1
4300	2017-06-03 13:00:00	11,6	102	5,2	6,2	8,2
4300	2017-06-03 14:00:00	11,3	106	5,1	5,2	6,9
4300	2017-06-03 15:00:00	12,4	106	5,3	5,5	7,5
4300	2017-06-03 16:00:00	12,3	115	5	6,4	8,6
4300	2017-06-03 17:00:00	12,1	118	5,2	5,2	6,6
4300	2017-06-03 18:00:00	12,8	116	5,1	5,5	7,1
4300	2017-06-03 19:00:00	12,5	125	4,9	5,3	7
4300	2017-06-03 20:00:00	11,3	122	5,3	5,3	7,1
4300	2017-06-03 21:00:00	10,3	121	5,1	5,5	7,6
4300	2017-06-03 22:00:00	9,4	114	5,2	5,2	7,3
4300	2017-06-03 23:00:00	8,7	103	5	5,1	6,7
4300	2017-06-04 00:00:00	8,5	100	5,1	5,1	6,2
4300	2017-06-04 01:00:00	7,9	103	5,2	5,2	6,3
4300	2017-06-04 02:00:00	7,9	102	5	5,2	6,3
4300	2017-06-04 03:00:00	7,9	100	4,2	4,8	6,2
4300	2017-06-04 04:00:00	7,7	88	4,7	5,2	6,2
4300	2017-06-04 05:00:00	7,8	88	4,5	4,7	6,3
4300	2017-06-04 06:00:00	8,6	95	4,7	5	6,3
4300	2017-06-04 07:00:00	9	96	5,1	5,2	6,3
4300	2017-06-04 08:00:00	8,9	87	4,6	5,2	6,3
4300	2017-06-04 09:00:00	9	82	5,6	5,6	6,8
4300	2017-06-04 10:00:00	9,5	84	5,2	5,3	6,4
4300	2017-06-04 11:00:00	9,5	84	5,1	5,2	6,3
4300	2017-06-04 12:00:00	10,8	112	5,1	5,2	6,3
4300	2017-06-04 13:00:00	11,6	104	5,4	5,4	7,4
4300	2017-06-04 14:00:00	12,2	95	5,4	5,5	7,8
4300	2017-06-04 15:00:00	11,4	123	5,2	5,2	6,4
4300	2017-06-04 16:00:00	12,2	98	5,2	5,2	7
4300	2017-06-04 17:00:00	11,3	104	5	5,4	7,1
4300	2017-06-04 18:00:00	10,6	102	5	5,1	6,1
4300	2017-06-04 19:00:00	10	104	5,1	5,1	6,2
4300	2017-06-04 20:00:00	9,6	95	4,9	5,1	6,1
4300	2017-06-04 21:00:00	9,2	97	5,1	5,1	6,2
4300	2017-06-04 22:00:00	8,2	81	5	5,2	6,2
4300	2017-06-04 23:00:00	7,2	76	5,1	5,2	6,3
4300	2017-06-05 00:00:00	6,4	81	5,2	5,2	6,2
4300	2017-06-05 01:00:00	5,9	63	5,1	5,2	6,2
4300	2017-06-05 02:00:00	5,8	52	5	5,2	6,3
4300	2017-06-05 03:00:00	5,5	62	4,9	5,2	6,2
4300	2017-06-05 04:00:00	5,2	48	4,8	5,4	6,4
4300	2017-06-05 05:00:00	4,7	59	5,1	5,3	6,6
4300	2017-06-05 06:00:00	4,4	56	5,2	5,3	6,3
4300	2017-06-05 07:00:00	4,2	49	5,2	5,2	6,3
4300	2017-06-05 08:00:00	4	37	4,6	5,2	6,4
4300	2017-06-05 09:00:00	5,2	55	3,4	3,9	6,2
4300	2017-06-05 10:00:00	6,7	27	4,7	5,3	6,5
4300	2017-06-05 11:00:00	6,3	38	5,1	5,3	6,6
4300	2017-06-05 12:00:00	6,1	31	5,3	5,3	6,4
4300	2017-06-05 13:00:00	7,1	50	5,4	5,4	6,8
4300	2017-06-05 14:00:00	6,5	23	5,2	5,3	6,6
4300	2017-06-05 15:00:00	7,1	32	5	5,4	6,5
4300	2017-06-05 16:00:00	6	28	5,3	5,9	7,5
4300	2017-06-05 17:00:00	5,2	343	5,4	5,7	7,8
4300	2017-06-05 18:00:00	4,8	17	5,3	5,6	7,3
4300	2017-06-05 19:00:00	4,8	346	5,3	5,3	7,1
4300	2017-06-05 20:00:00	4,1	353	5,2	5,9	7,4
4300	2017-06-05 21:00:00	3,6	345	5,2	5,4	6,7
4300	2017-06-05 22:00:00	3	9	4,9	5,4	6,4
4300	2017-06-05 23:00:00	2,2	337	4,8	5,1	6,4
4300	2017-06-06 00:00:00	1,7	335	4	5	6,4
4300	2017-06-06 01:00:00	1,4	341	3,2	4,7	6,2
4300	2017-06-06 02:00:00	1,4	315	3	3,8	5,1
4300	2017-06-06 03:00:00	1	324	3,5	4,1	6
4300	2017-06-06 04:00:00	1,1	321	5,2	5,2	6,3
4300	2017-06-06 05:00:00	0,9	340	4,3	5	6,4
4300	2017-06-06 06:00:00	0,9	313	5,3	5,4	6,4
4300	2017-06-06 07:00:00	1,1	317	5,4	5,4	6,7
4300	2017-06-06 08:00:00	1	321	5,3	5,4	6,5
4300	2017-06-06 09:00:00	1,6	327	5,6	5,7	7,5
4300	2017-06-06 10:00:00	1,6	318	6,3	6,5	9,1
4300	2017-06-06 11:00:00	1,7	319	5,4	6,1	8,2
4300	2017-06-06 12:00:00	1,6	316	6,6	6,6	9,6
4300	2017-06-06 13:00:00	2,6	321	5,7	6,7	9,3
4300	2017-06-06 14:00:00	2,7	320	6,7	6,7	9,2
4300	2017-06-06 15:00:00	2,7	328	7,1	7,4	9,9
4300	2017-06-06 16:00:00	1,9	324	6,3	7,7	10,9
4300	2017-06-06 17:00:00	1,1	321	5,5	6,6	8,5
4300	2017-06-06 18:00:00	1,6	311	5,3	5,5	7,1
4300	2017-06-06 19:00:00	1,1	310	5,7	5,7	7,5
4300	2017-06-06 20:00:00	1,8	310	4,9	5,7	7,5
4300	2017-06-06 21:00:00	1,9	311	5,4	5,4	6,8
4300	2017-06-06 22:00:00	1,1	307	5,2	5,5	7
4300	2017-06-06 23:00:00	0,7	287	5,1	5,1	6,4
4300	2017-06-07 00:00:00	0,5	257	3,2	4,8	6,1
4300	2017-06-07 01:00:00	0,7	286	1,7	3,6	5,3
4300	2017-06-07 02:00:00	1,3	251	2,1	2,3	3,2
4300	2017-06-07 03:00:00	0,4	338	2,6	4,7	6,1
4300	2017-06-07 04:00:00	0,6	321	5,1	5,3	6,4
4300	2017-06-07 05:00:00	0,9	315	5,3	5,4	6,4
4300	2017-06-07 06:00:00	1,2	309	5,3	5,4	6,4
4300	2017-06-07 07:00:00	1,2	299	4,9	5,3	6,4
4300	2017-06-07 08:00:00	1,9	309	4,9	4,9	6,4
4300	2017-06-07 09:00:00	2	315	3,8	4,6	6,2
4300	2017-06-07 10:00:00	2,1	301	3,2	4,3	6,4
4300	2017-06-07 11:00:00	3,1	331	3,9	5	6,3
4300	2017-06-07 12:00:00	3,2	329	4,3	5,3	6,4
4300	2017-06-07 13:00:00	5	319	3,1	3,4	5,5
4300	2017-06-07 14:00:00	4,9	313	4,3	4,8	6,5
4300	2017-06-07 15:00:00	5,7	319	5	5,3	6,5
4300	2017-06-07 16:00:00	4,9	320	4,3	5	6,5
4300	2017-06-07 17:00:00	4,9	313	3,9	4,6	6,4
4300	2017-06-07 18:00:00	4,3	324	4,5	4,9	6,4
4300	2017-06-07 19:00:00	3,4	335	3,5	4,4	6,3
4300	2017-06-07 20:00:00	2,9	329	2,9	3,8	5,5
4300	2017-06-07 21:00:00	2,2	337	3,8	3,9	5,4
4300	2017-06-07 22:00:00	2	339	2,2	2,9	4
4300	2017-06-07 23:00:00	1,8	16	3,2	3,4	4,4
4300	2017-06-08 00:00:00	1,2	334	2,8	2,8	3,7
4300	2017-06-08 01:00:00	0,9	335	1,1	2,6	3,5
4300	2017-06-08 02:00:00	0,9	0	0	0,6	1
4300	2017-06-08 03:00:00	1,5	131	0,5	0,5	1
4300	2017-06-08 04:00:00	1,8	101	0,1	1,5	2,3
