STOD	TIMI	AR	MAN	DAGUR	KLST	T	D	F	FX	FG
4300	2017-10-01 01:00:00	2017	10	1	1	6,5	197	0,2	1,5	2,8
4300	2017-10-01 02:00:00	2017	10	1	2	6,9	148	0,1	0,5	2,1
4300	2017-10-01 03:00:00	2017	10	1	3	6,3	65	0,7	1,3	2,6
4300	2017-10-01 04:00:00	2017	10	1	4	8,4	187	3	3	5,5
4300	2017-10-01 05:00:00	2017	10	1	5	8,3	178	2,4	3,2	4,7
4300	2017-10-01 06:00:00	2017	10	1	6	8,6	167	2,6	2,6	4
4300	2017-10-01 07:00:00	2017	10	1	7	7,4	110	2,4	2,7	3,9
4300	2017-10-01 08:00:00	2017	10	1	8	7	89	1	2,9	3,6
4300	2017-10-01 09:00:00	2017	10	1	9	9,4	127	0,7	1,7	2,2
4300	2017-10-01 10:00:00	2017	10	1	10	9,9	141	0,9	1,4	2,3
4300	2017-10-01 11:00:00	2017	10	1	11	10,7	134	1,4	2,1	4,4
4300	2017-10-01 12:00:00	2017	10	1	12	10,5	168	4,1	4,9	7
4300	2017-10-01 13:00:00	2017	10	1	13	11,6	139	2,4	4,8	7,6
4300	2017-10-01 14:00:00	2017	10	1	14	10,9	101	3,9	4,4	6,7
4300	2017-10-01 15:00:00	2017	10	1	15	11,5	98	3,3	3,3	5,2
4300	2017-10-01 16:00:00	2017	10	1	16	9,8	116	3,7	3,7	5,6
4300	2017-10-01 17:00:00	2017	10	1	17	9,6	105	4,1	4,1	5,7
4300	2017-10-01 18:00:00	2017	10	1	18	8,5	102	2,8	4,5	6,4
4300	2017-10-01 19:00:00	2017	10	1	19	6,6	82	2,8	3	3,8
4300	2017-10-01 20:00:00	2017	10	1	20	4,8	73	2,5	3,1	3,5
4300	2017-10-01 21:00:00	2017	10	1	21	5,1	50	2,5	2,6	3,4
4300	2017-10-01 22:00:00	2017	10	1	22	4,7	108	1,9	3,2	3,6
4300	2017-10-01 23:00:00	2017	10	1	23	4,4	144	1,7	2,2	2,6
4300	2017-10-02 00:00:00	2017	10	1	24	4,5	238	0,5	1,5	1,8
4300	2017-10-02 01:00:00	2017	10	2	1	4,2	61	0,1	0,3	0,7
4300	2017-10-02 02:00:00	2017	10	2	2	3,8	100	0,9	0,9	2,2
4300	2017-10-02 03:00:00	2017	10	2	3	4,1	168	1	1,3	2,1
4300	2017-10-02 04:00:00	2017	10	2	4	4,2	0	0	1	1,7
4300	2017-10-02 05:00:00	2017	10	2	5	3,2	339	0,3	1,2	1,9
4300	2017-10-02 06:00:00	2017	10	2	6	3,8	112	0,1	0,1	0,6
4300	2017-10-02 07:00:00	2017	10	2	7	4,2	255	0	0,1	0,6
4300	2017-10-02 08:00:00	2017	10	2	8	4,4	329	0,7	0,7	1,6
4300	2017-10-02 09:00:00	2017	10	2	9	5,5	332	3,3	3,4	5,4
4300	2017-10-02 10:00:00	2017	10	2	10	6,1	326	4,2	4,7	6,9
4300	2017-10-02 11:00:00	2017	10	2	11	6	324	5,2	5,2	7,1
4300	2017-10-02 12:00:00	2017	10	2	12	6	347	5,3	6	9,1
4300	2017-10-02 13:00:00	2017	10	2	13	6	326	3,4	5	7,9
4300	2017-10-02 14:00:00	2017	10	2	14	6,4	322	5,3	7	9,4
4300	2017-10-02 15:00:00	2017	10	2	15	6,3	323	3,4	5,8	8,8
4300	2017-10-02 16:00:00	2017	10	2	16	6,4	324	7,5	7,5	11,3
4300	2017-10-02 17:00:00	2017	10	2	17	5,6	333	6,6	8,7	11,7
4300	2017-10-02 18:00:00	2017	10	2	18	5,3	331	4,5	6,1	8,9
4300	2017-10-02 19:00:00	2017	10	2	19	4,9	334	3,1	4,4	6,9
4300	2017-10-02 20:00:00	2017	10	2	20	4,5	344	2,6	2,7	4,1
4300	2017-10-02 21:00:00	2017	10	2	21	4	336	3,1	3,9	5,3
4300	2017-10-02 22:00:00	2017	10	2	22	3,9	325	1,2	2,8	3,6
4300	2017-10-02 23:00:00	2017	10	2	23	4	0	0	0,7	1,2
4300	2017-10-03 00:00:00	2017	10	2	24	4	327	2,1	2,2	3,3
4300	2017-10-03 01:00:00	2017	10	3	1	4	302	0,6	1,9	2,7
4300	2017-10-03 02:00:00	2017	10	3	2	3,9	0	0	0,1	0,8
4300	2017-10-03 03:00:00	2017	10	3	3	3,5	3	0	1	1,7
4300	2017-10-03 04:00:00	2017	10	3	4	3,9	264	0,7	1	1,5
4300	2017-10-03 05:00:00	2017	10	3	5	4	257	0,8	1,2	1,7
4300	2017-10-03 06:00:00	2017	10	3	6	4,5	223	3	3	3,8
4300	2017-10-03 07:00:00	2017	10	3	7	4,6	230	0,9	2,9	3,9
4300	2017-10-03 08:00:00	2017	10	3	8	4,6	240	2	2,7	3,3
4300	2017-10-03 09:00:00	2017	10	3	9	4,4	13	0,1	1,2	1,9
4300	2017-10-03 10:00:00	2017	10	3	10	4,5	291	0,5	0,5	1,5
4300	2017-10-03 11:00:00	2017	10	3	11	5,2	255	0	0,5	1,3
4300	2017-10-03 12:00:00	2017	10	3	12	5,3	266	0,8	0,9	1,9
4300	2017-10-03 13:00:00	2017	10	3	13	4,6	338	1	1,6	2,6
4300	2017-10-03 14:00:00	2017	10	3	14	5,1	329	2,5	2,7	3,8
4300	2017-10-03 15:00:00	2017	10	3	15	5,3	328	4,5	4,5	5,9
4300	2017-10-03 16:00:00	2017	10	3	16	4,6	358	4,8	4,9	6,9
4300	2017-10-03 17:00:00	2017	10	3	17	4,1	354	3,9	5	7,3
4300	2017-10-03 18:00:00	2017	10	3	18	3,6	330	4,6	4,6	6,3
4300	2017-10-03 19:00:00	2017	10	3	19	3,3	324	5,6	5,6	8,2
4300	2017-10-03 20:00:00	2017	10	3	20	3,3	323	3,6	4,8	6,9
4300	2017-10-03 21:00:00	2017	10	3	21	3,2	325	7,3	7,3	10,5
4300	2017-10-03 22:00:00	2017	10	3	22	3,2	311	6,2	8,1	10,7
4300	2017-10-03 23:00:00	2017	10	3	23	3,1	316	7,5	7,9	11,4
4300	2017-10-04 00:00:00	2017	10	3	24	3,5	310	10	10	14,5
4300	2017-10-04 01:00:00	2017	10	4	1	3	320	9,9	10,9	15,3
4300	2017-10-04 02:00:00	2017	10	4	2	2,9	324	8,5	10,1	13,9
4300	2017-10-04 03:00:00	2017	10	4	3	2,7	317	6,5	8,5	12,9
4300	2017-10-04 04:00:00	2017	10	4	4	2	304	5	6,6	10,4
4300	2017-10-04 05:00:00	2017	10	4	5	1,7	308	5,8	6,7	9,9
4300	2017-10-04 06:00:00	2017	10	4	6	1,6	310	7	7	10,6
4300	2017-10-04 07:00:00	2017	10	4	7	1,7	318	10,3	10,3	14,2
4300	2017-10-04 08:00:00	2017	10	4	8	1,6	320	10,5	10,7	15,5
4300	2017-10-04 09:00:00	2017	10	4	9	1,3	317	8,8	9,8	14,1
4300	2017-10-04 10:00:00	2017	10	4	10	1,4	318	9,8	10,4	14,1
4300	2017-10-04 11:00:00	2017	10	4	11	1,4	319	10,8	10,8	15,5
4300	2017-10-04 12:00:00	2017	10	4	12	1,5	319	9,7	11,5	16
4300	2017-10-04 13:00:00	2017	10	4	13	1,5	324	9,1	9,7	13,5
4300	2017-10-04 14:00:00	2017	10	4	14	1,4	321	9,7	9,7	15
4300	2017-10-04 15:00:00	2017	10	4	15	1,6	324	7,7	9,6	14,6
4300	2017-10-04 16:00:00	2017	10	4	16	1,4	326	8,8	9,3	14,7
4300	2017-10-04 17:00:00	2017	10	4	17	1,7	325	9,5	9,7	14,1
4300	2017-10-04 18:00:00	2017	10	4	18	1,5	311	9,9	10,1	13,9
4300	2017-10-04 19:00:00	2017	10	4	19	1,5	318	7,5	9,8	14,5
4300	2017-10-04 20:00:00	2017	10	4	20	1,9	331	6,7	7,7	11,5
4300	2017-10-04 21:00:00	2017	10	4	21	1,9	289	1,5	6,2	8,6
4300	2017-10-04 22:00:00	2017	10	4	22	1,7	285	1,3	1,5	4
4300	2017-10-04 23:00:00	2017	10	4	23	1,6	282	1,1	1,9	3,4
4300	2017-10-05 00:00:00	2017	10	4	24	2	307	2,3	2,3	3,8
4300	2017-10-05 01:00:00	2017	10	5	1	2	309	3,7	3,7	5,1
4300	2017-10-05 02:00:00	2017	10	5	2	2	278	3,4	3,8	5,3
4300	2017-10-05 03:00:00	2017	10	5	3	1,9	196	0,3	2,7	4,2
4300	2017-10-05 04:00:00	2017	10	5	4	2	218	1,6	1,6	2,6
4300	2017-10-05 05:00:00	2017	10	5	5	2,3	204	2,6	2,7	3,9
4300	2017-10-05 06:00:00	2017	10	5	6	2,6	208	3,9	3,9	5,2
4300	2017-10-05 07:00:00	2017	10	5	7	2,6	235	2,7	3,8	5,2
4300	2017-10-05 08:00:00	2017	10	5	8	0,8	290	0,6	2,3	3,6
4300	2017-10-05 09:00:00	2017	10	5	9	1,8	0	0	0,8	1,7
4300	2017-10-05 10:00:00	2017	10	5	10	4,6	234	1,5	1,5	2,5
4300	2017-10-05 11:00:00	2017	10	5	11	4,5	245	2,1	2,3	3,3
4300	2017-10-05 12:00:00	2017	10	5	12	5,9	222	2,4	2,4	3,8
4300	2017-10-05 13:00:00	2017	10	5	13	6,1	190	2,5	3	3,7
4300	2017-10-05 14:00:00	2017	10	5	14	6,2	203	1,4	1,9	2,5
4300	2017-10-05 15:00:00	2017	10	5	15	6,9	276	3,1	3,2	4,9
4300	2017-10-05 16:00:00	2017	10	5	16	6,9	270	3,7	4	6,3
4300	2017-10-05 17:00:00	2017	10	5	17	6,1	280	2,5	4,2	6
4300	2017-10-05 18:00:00	2017	10	5	18	3,8	335	1,7	2,6	3,8
4300	2017-10-05 19:00:00	2017	10	5	19	2,9	34	0,6	1,9	2,3
4300	2017-10-05 20:00:00	2017	10	5	20	0,8	86	3,9	3,9	5
4300	2017-10-05 21:00:00	2017	10	5	21	0,6	86	2,9	4,4	5,8
4300	2017-10-05 22:00:00	2017	10	5	22	0,2	79	2,3	3	3,7
4300	2017-10-05 23:00:00	2017	10	5	23	0,3	82	2,4	2,5	3,2
4300	2017-10-06 00:00:00	2017	10	5	24	0,1	79	1,6	2,3	3,2
4300	2017-10-06 01:00:00	2017	10	6	1	0,1	95	1,4	2,1	2,5
4300	2017-10-06 02:00:00	2017	10	6	2	0,1	87	1,2	1,7	2,2
4300	2017-10-06 03:00:00	2017	10	6	3	1,8	162	3,5	4,1	5,6
4300	2017-10-06 04:00:00	2017	10	6	4	0,6	140	1,4	1,4	3,6
4300	2017-10-06 05:00:00	2017	10	6	5	0,8	133	1,6	2,2	4,1
4300	2017-10-06 06:00:00	2017	10	6	6	-0,5	75	2,3	2,3	2,9
4300	2017-10-06 07:00:00	2017	10	6	7	0	86	3,1	3,1	4,1
4300	2017-10-06 08:00:00	2017	10	6	8	0,2	82	3	3,6	4,7
4300	2017-10-06 09:00:00	2017	10	6	9	0,7	86	2,4	4	5,3
4300	2017-10-06 10:00:00	2017	10	6	10	1,2	65	1,7	1,8	2,8
4300	2017-10-06 11:00:00	2017	10	6	11	2,6	67	2,6	3,4	5,3
4300	2017-10-06 12:00:00	2017	10	6	12	3	78	4,3	4,6	7
4300	2017-10-06 13:00:00	2017	10	6	13	3,6	87	4,8	4,9	7,3
4300	2017-10-06 14:00:00	2017	10	6	14	4,1	86	5,2	6,1	8,8
4300	2017-10-06 15:00:00	2017	10	6	15	4,7	77	4,6	5,4	7,4
4300	2017-10-06 16:00:00	2017	10	6	16	5	76	4,6	5,8	7,9
4300	2017-10-06 17:00:00	2017	10	6	17	4,5	73	5,5	5,5	7,7
4300	2017-10-06 18:00:00	2017	10	6	18	4,4	85	5,3	6	7,9
4300	2017-10-06 19:00:00	2017	10	6	19	4,4	84	4,5	5,9	8,1
4300	2017-10-06 20:00:00	2017	10	6	20	4,3	88	5	5	7
4300	2017-10-06 21:00:00	2017	10	6	21	4,1	95	4,9	4,9	6,4
4300	2017-10-06 22:00:00	2017	10	6	22	4,2	94	4	5	7
4300	2017-10-06 23:00:00	2017	10	6	23	4,2	86	3,1	3,7	5,3
4300	2017-10-07 00:00:00	2017	10	6	24	4,6	109	3,2	3,7	5,7
4300	2017-10-07 01:00:00	2017	10	7	1	4,5	86	3,7	4	6,7
4300	2017-10-07 02:00:00	2017	10	7	2	4,5	78	5	5	6,7
4300	2017-10-07 03:00:00	2017	10	7	3	4,5	75	4,5	5,7	7,6
4300	2017-10-07 04:00:00	2017	10	7	4	4,4	82	4,7	5,6	7,8
4300	2017-10-07 05:00:00	2017	10	7	5	4,2	73	2,8	4,5	6,5
4300	2017-10-07 06:00:00	2017	10	7	6	4,2	93	0,2	1,5	2,9
4300	2017-10-07 07:00:00	2017	10	7	7	3,8	96	1,6	1,8	2,6
4300	2017-10-07 08:00:00	2017	10	7	8	4,5	104	1,2	2	3,2
4300	2017-10-07 09:00:00	2017	10	7	9	5,1	142	1,1	2,1	3,7
4300	2017-10-07 10:00:00	2017	10	7	10	5,9	96	2,3	2,3	3,3
4300	2017-10-07 11:00:00	2017	10	7	11	7,4	121	2,9	3,4	4,9
4300	2017-10-07 12:00:00	2017	10	7	12	7,8	168	5,6	5,6	7,2
4300	2017-10-07 13:00:00	2017	10	7	13	8,3	175	5,7	5,7	8,1
4300	2017-10-07 14:00:00	2017	10	7	14	8,8	177	6,6	6,7	9,7
4300	2017-10-07 15:00:00	2017	10	7	15	9,4	183	7,6	7,6	9,5
4300	2017-10-07 16:00:00	2017	10	7	16	8,9	182	7,2	8,7	11
4300	2017-10-07 17:00:00	2017	10	7	17	8,4	179	6,6	7,6	9,2
4300	2017-10-07 18:00:00	2017	10	7	18	8,2	183	7,3	7,3	8,4
4300	2017-10-07 19:00:00	2017	10	7	19	7,4	174	5,4	6,9	8,8
4300	2017-10-07 20:00:00	2017	10	7	20	7,2	178	3,9	5,9	7,2
4300	2017-10-07 21:00:00	2017	10	7	21	6,8	165	3,8	3,8	4,9
4300	2017-10-07 22:00:00	2017	10	7	22	7,7	186	4,8	4,8	6
4300	2017-10-07 23:00:00	2017	10	7	23	7,3	181	6,8	7,2	8,7
4300	2017-10-08 00:00:00	2017	10	7	24	7,2	178	6,2	7,1	9,5
4300	2017-10-08 01:00:00	2017	10	8	1	7,3	168	2,9	7,5	8,8
4300	2017-10-08 02:00:00	2017	10	8	2	7,1	180	6,3	6,8	7,9
4300	2017-10-08 03:00:00	2017	10	8	3	7,2	198	2,3	6,4	7,9
4300	2017-10-08 04:00:00	2017	10	8	4	7,2	168	1,9	1,9	3,2
4300	2017-10-08 05:00:00	2017	10	8	5	6,1	37	0	2,7	3,5
4300	2017-10-08 06:00:00	2017	10	8	6	6	74	0,1	1,7	2,6
4300	2017-10-08 07:00:00	2017	10	8	7	7,2	166	1,4	1,4	3,3
4300	2017-10-08 08:00:00	2017	10	8	8	6,7	172	0,7	2,1	2,8
4300	2017-10-08 09:00:00	2017	10	8	9	6	78	0	0,7	1,2
4300	2017-10-08 10:00:00	2017	10	8	10	7,2	175	0,1	0,3	1
4300	2017-10-08 11:00:00	2017	10	8	11	7,7	79	0	0,3	0,7
4300	2017-10-08 12:00:00	2017	10	8	12	8,5	72	0,1	0,1	0,7
4300	2017-10-08 13:00:00	2017	10	8	13	9,2	196	0	0,4	1,2
4300	2017-10-08 14:00:00	2017	10	8	14	9,2	84	1,1	1,1	1,8
4300	2017-10-08 15:00:00	2017	10	8	15	9,7	160	0,6	1,1	1,8
4300	2017-10-08 16:00:00	2017	10	8	16	9,2	136	1,2	1,7	2,5
4300	2017-10-08 17:00:00	2017	10	8	17	8,4	158	1,6	2,1	2,5
4300	2017-10-08 18:00:00	2017	10	8	18	7,5	163	3,3	3,3	3,7
4300	2017-10-08 19:00:00	2017	10	8	19	7,2	156	2,6	3,8	4,5
4300	2017-10-08 20:00:00	2017	10	8	20	6,4	167	2,2	3,9	4,8
4300	2017-10-08 21:00:00	2017	10	8	21	6,4	169	2,7	4,3	4,7
4300	2017-10-08 22:00:00	2017	10	8	22	6,5	195	0,8	0,8	2,9
4300	2017-10-08 23:00:00	2017	10	8	23	5,8	157	2,1	2,1	2,7
4300	2017-10-09 00:00:00	2017	10	8	24	5,5	121	0,9	2,4	3,1
4300	2017-10-09 01:00:00	2017	10	9	1	4	178	0	1,7	2,4
4300	2017-10-09 02:00:00	2017	10	9	2	3,1	163	0,3	0,3	1
4300	2017-10-09 03:00:00	2017	10	9	3	2,4	31	0,3	0,6	1
4300	2017-10-09 04:00:00	2017	10	9	4	2,4	70	0,9	1	1,2
4300	2017-10-09 05:00:00	2017	10	9	5	1,6	75	2,3	2,5	3
4300	2017-10-09 06:00:00	2017	10	9	6	2,8	94	1,3	2,4	3,1
4300	2017-10-09 07:00:00	2017	10	9	7	2,4	83	1,6	2,9	3,5
4300	2017-10-09 08:00:00	2017	10	9	8	3,1	95	1,5	2,6	3,5
4300	2017-10-09 09:00:00	2017	10	9	9	3	78	1,7	1,7	2,7
4300	2017-10-09 10:00:00	2017	10	9	10	4	132	1,7	2,4	3,3
4300	2017-10-09 11:00:00	2017	10	9	11	4,9	93	0,1	2	2,7
4300	2017-10-09 12:00:00	2017	10	9	12	4,2	172	0,4	1,9	3,2
4300	2017-10-09 13:00:00	2017	10	9	13	5,5	111	1,6	1,6	2,4
4300	2017-10-09 14:00:00	2017	10	9	14	6,1	25	1	2	2,8
4300	2017-10-09 15:00:00	2017	10	9	15	7	281	0,2	1	1,7
4300	2017-10-09 16:00:00	2017	10	9	16	7,4	60	0,7	0,7	1,2
4300	2017-10-09 17:00:00	2017	10	9	17	6,6	185	1,3	1,3	2,2
4300	2017-10-09 18:00:00	2017	10	9	18	5,6	183	3,4	3,4	3,7
4300	2017-10-09 19:00:00	2017	10	9	19	4,7	181	6	6	7,4
4300	2017-10-09 20:00:00	2017	10	9	20	4,7	182	4,6	5,7	7,1
4300	2017-10-09 21:00:00	2017	10	9	21	4,3	182	5,2	5,2	6,8
4300	2017-10-09 22:00:00	2017	10	9	22	3,6	180	4,5	4,8	6,1
4300	2017-10-09 23:00:00	2017	10	9	23	3,4	178	4,3	4,5	5,9
4300	2017-10-10 00:00:00	2017	10	9	24	2,9	157	3,6	5,4	7,1
4300	2017-10-10 01:00:00	2017	10	10	1	3	177	5,6	5,8	7,1
4300	2017-10-10 02:00:00	2017	10	10	2	1,8	147	2,1	4,8	6,3
4300	2017-10-10 03:00:00	2017	10	10	3	0	67	1,6	1,9	2,7
4300	2017-10-10 04:00:00	2017	10	10	4	0,1	102	3,1	3,1	4,6
4300	2017-10-10 05:00:00	2017	10	10	5	-0,4	86	2,4	4,6	6,5
4300	2017-10-10 06:00:00	2017	10	10	6	0,2	87	3,6	4	4,9
4300	2017-10-10 07:00:00	2017	10	10	7	0,3	74	4,1	4,1	6,2
4300	2017-10-10 08:00:00	2017	10	10	8	1	47	3,7	5,3	7,2
4300	2017-10-10 09:00:00	2017	10	10	9	2,5	82	6,8	6,8	9,3
4300	2017-10-10 10:00:00	2017	10	10	10	4,1	66	3,5	7,1	9,1
4300	2017-10-10 11:00:00	2017	10	10	11	5	103	8,7	9,5	13,2
4300	2017-10-10 12:00:00	2017	10	10	12	6	114	7,2	10,7	14,7
4300	2017-10-10 13:00:00	2017	10	10	13	5,5	100	6,6	6,6	9,8
4300	2017-10-10 14:00:00	2017	10	10	14	5,5	110	6,5	8,2	12,7
4300	2017-10-10 15:00:00	2017	10	10	15	5,4	90	6,7	7,6	10,3
4300	2017-10-10 16:00:00	2017	10	10	16	5,1	87	6,7	7,7	10,2
4300	2017-10-10 17:00:00	2017	10	10	17	4,9	65	4,9	6,4	9,2
4300	2017-10-10 18:00:00	2017	10	10	18	4,9	55	4,4	4,6	8,6
4300	2017-10-10 19:00:00	2017	10	10	19	4,9	70	7,2	7,2	9,5
4300	2017-10-10 20:00:00	2017	10	10	20	4,2	78	5,5	7,5	9,6
4300	2017-10-10 21:00:00	2017	10	10	21	3,8	77	4,6	5	7,2
4300	2017-10-10 22:00:00	2017	10	10	22	3	44	3,6	5,4	8
4300	2017-10-10 23:00:00	2017	10	10	23	0,7	353	2,1	3,3	4,5
4300	2017-10-11 00:00:00	2017	10	10	24	2	14	3,4	4,1	5,7
4300	2017-10-11 01:00:00	2017	10	11	1	1,1	331	3,3	3,3	4,4
4300	2017-10-11 02:00:00	2017	10	11	2	1,4	314	2,4	4	5,4
4300	2017-10-11 03:00:00	2017	10	11	3	1,6	316	2,1	3,4	4,9
4300	2017-10-11 04:00:00	2017	10	11	4	2,1	299	2,4	3,7	6,1
4300	2017-10-11 05:00:00	2017	10	11	5	2,4	297	3,1	3,3	5,6
4300	2017-10-11 06:00:00	2017	10	11	6	2,7	303	3,1	3,1	5,5
4300	2017-10-11 07:00:00	2017	10	11	7	3,3	317	5,6	5,6	7,6
4300	2017-10-11 08:00:00	2017	10	11	8	3,9	332	1,2	4,8	6,9
4300	2017-10-11 09:00:00	2017	10	11	9	3,3	118	1,8	2,5	3,6
4300	2017-10-11 10:00:00	2017	10	11	10	3	123	2	2,7	3,9
4300	2017-10-11 11:00:00	2017	10	11	11	3,9	313	2,8	2,8	4,4
4300	2017-10-11 12:00:00	2017	10	11	12	3,9	323	5,9	6,8	9,1
4300	2017-10-11 13:00:00	2017	10	11	13	4,5	337	6	6,2	9,1
4300	2017-10-11 14:00:00	2017	10	11	14	3,9	313	7,4	7,9	11,3
4300	2017-10-11 15:00:00	2017	10	11	15	5,2	352	5	7,1	9,8
4300	2017-10-11 16:00:00	2017	10	11	16	4,6	332	4,6	6,4	9,6
4300	2017-10-11 17:00:00	2017	10	11	17	4,9	318	5,9	6,1	8,4
4300	2017-10-11 18:00:00	2017	10	11	18	5	331	5,4	6	9,4
4300	2017-10-11 19:00:00	2017	10	11	19	4,9	321	4,7	5,7	7,3
4300	2017-10-11 20:00:00	2017	10	11	20	5,1	331	3,6	5	6,4
4300	2017-10-11 21:00:00	2017	10	11	21	5,4	315	4,3	5	6,8
4300	2017-10-11 22:00:00	2017	10	11	22	5,4	330	4,6	4,8	6,8
4300	2017-10-11 23:00:00	2017	10	11	23	5,1	355	6,7	7,6	10,4
4300	2017-10-12 00:00:00	2017	10	11	24	4,5	336	6,5	7	9,6
4300	2017-10-12 01:00:00	2017	10	12	1	4,5	318	6,9	6,9	10,1
4300	2017-10-12 02:00:00	2017	10	12	2	4,5	310	7,4	8,3	12,2
4300	2017-10-12 03:00:00	2017	10	12	3	4,5	309	7,9	8,1	12,5
4300	2017-10-12 04:00:00	2017	10	12	4	4,4	299	5,9	7,4	11,9
4300	2017-10-12 05:00:00	2017	10	12	5	4,4	286	5,9	6,8	9,6
4300	2017-10-12 06:00:00	2017	10	12	6	4,7	298	5,5	6,2	8,5
4300	2017-10-12 07:00:00	2017	10	12	7	4,4	310	6,7	7,9	11,3
4300	2017-10-12 08:00:00	2017	10	12	8	4,2	276	4,6	5,4	8,9
4300	2017-10-12 09:00:00	2017	10	12	9	4,3	289	5,9	5,9	8,6
4300	2017-10-12 10:00:00	2017	10	12	10	4,2	276	5,2	5,5	8,2
4300	2017-10-12 11:00:00	2017	10	12	11	5,3	295	3,7	5,3	7,2
4300	2017-10-12 12:00:00	2017	10	12	12	5,6	300	4,5	4,8	7,9
4300	2017-10-12 13:00:00	2017	10	12	13	5,4	285	4,2	5,3	7,6
4300	2017-10-12 14:00:00	2017	10	12	14	5	270	4,1	4,3	6,4
4300	2017-10-12 15:00:00	2017	10	12	15	6	273	2,9	4,1	5,2
4300	2017-10-12 16:00:00	2017	10	12	16	5,4	320	2,2	3,9	5,1
4300	2017-10-12 17:00:00	2017	10	12	17	5,6	338	1,3	3,3	4,7
4300	2017-10-12 18:00:00	2017	10	12	18	4,5	18	3,3	3,3	4,1
4300	2017-10-12 19:00:00	2017	10	12	19	4,1	77	1,7	2,4	4
4300	2017-10-12 20:00:00	2017	10	12	20	3,1	41	0,6	2,8	4,1
4300	2017-10-12 21:00:00	2017	10	12	21	3,1	70	1,1	1,5	2,3
4300	2017-10-12 22:00:00	2017	10	12	22	4,8	51	4,6	4,6	6
4300	2017-10-12 23:00:00	2017	10	12	23	4,8	59	5,9	5,9	8
4300	2017-10-13 00:00:00	2017	10	12	24	4,4	76	6,2	6,3	9,5
4300	2017-10-13 01:00:00	2017	10	13	1	4,2	53	5	5	8,1
4300	2017-10-13 02:00:00	2017	10	13	2	3,7	55	5,6	5,6	8,7
4300	2017-10-13 03:00:00	2017	10	13	3	3,2	351	3,7	5	6,6
4300	2017-10-13 04:00:00	2017	10	13	4	2,7	324	1,7	4,9	6,5
4300	2017-10-13 05:00:00	2017	10	13	5	2,1	324	5,2	5,2	6,8
4300	2017-10-13 06:00:00	2017	10	13	6	2,8	314	2,3	4,7	6,2
4300	2017-10-13 07:00:00	2017	10	13	7	2,6	334	1,6	2,3	3,5
4300	2017-10-13 08:00:00	2017	10	13	8	2,3	297	1,2	1,5	2,2
4300	2017-10-13 09:00:00	2017	10	13	9	2,1	334	3	3,1	4,6
4300	2017-10-13 10:00:00	2017	10	13	10	2,4	327	2,8	3,4	4,7
4300	2017-10-13 11:00:00	2017	10	13	11	2,9	300	2,2	3,1	4,2
4300	2017-10-13 12:00:00	2017	10	13	12	3,4	298	3	3,9	6,2
4300	2017-10-13 13:00:00	2017	10	13	13	3,7	292	3,7	4,8	7,2
4300	2017-10-13 14:00:00	2017	10	13	14	3,8	282	2,5	3	5
4300	2017-10-13 15:00:00	2017	10	13	15	4,1	283	3,8	3,8	7,1
4300	2017-10-13 16:00:00	2017	10	13	16	4,5	280	7	7,2	10,4
4300	2017-10-13 17:00:00	2017	10	13	17	4,2	268	7,4	8,2	11,9
4300	2017-10-13 18:00:00	2017	10	13	18	3,3	261	6,6	7,5	10,8
4300	2017-10-13 19:00:00	2017	10	13	19	3	279	5,9	6,7	10
4300	2017-10-13 20:00:00	2017	10	13	20	2,9	277	7,3	7,5	11,2
4300	2017-10-13 21:00:00	2017	10	13	21	3,1	285	6,9	7,2	11,5
4300	2017-10-13 22:00:00	2017	10	13	22	2,7	256	3,6	9,3	12,3
4300	2017-10-13 23:00:00	2017	10	13	23	3,7	262	6	6	10,3
4300	2017-10-14 00:00:00	2017	10	13	24	3,7	270	9,1	9,6	13,7
4300	2017-10-14 01:00:00	2017	10	14	1	3,2	274	10,1	11,4	17,8
4300	2017-10-14 02:00:00	2017	10	14	2	2,6	279	4,6	9	13,3
4300	2017-10-14 03:00:00	2017	10	14	3	3	283	7,3	10,4	15,3
4300	2017-10-14 04:00:00	2017	10	14	4	2,1	279	9,8	9,8	14,1
4300	2017-10-14 05:00:00	2017	10	14	5	1,5	311	6,1	10,2	15,1
4300	2017-10-14 06:00:00	2017	10	14	6	2	293	8,9	9	14,1
4300	2017-10-14 07:00:00	2017	10	14	7	2,4	277	6,6	8,9	12,2
4300	2017-10-14 08:00:00	2017	10	14	8	2,9	272	8,7	9,7	14,2
4300	2017-10-14 09:00:00	2017	10	14	9	3,1	277	6,9	9,8	13,2
4300	2017-10-14 10:00:00	2017	10	14	10	3,5	272	6,6	6,6	10,4
4300	2017-10-14 11:00:00	2017	10	14	11	3,5	282	9,9	10,3	16,5
4300	2017-10-14 12:00:00	2017	10	14	12	3,3	275	11,1	11,1	15,7
4300	2017-10-14 13:00:00	2017	10	14	13	2,8	269	7,1	11,7	15,8
4300	2017-10-14 14:00:00	2017	10	14	14	3,3	271	9,6	10,1	14,3
4300	2017-10-14 15:00:00	2017	10	14	15	3,6	298	4,6	7,2	10,6
4300	2017-10-14 16:00:00	2017	10	14	16	3,3	257	2,6	3,9	6,8
4300	2017-10-14 17:00:00	2017	10	14	17	3,4	231	3,1	5,2	7,1
4300	2017-10-14 18:00:00	2017	10	14	18	1	32	1,1	2,2	2,9
4300	2017-10-14 19:00:00	2017	10	14	19	1,5	0	0	2,1	2,7
