year,month,yday,hour,par,wspeed,temp,do,do_eq,sch_conv,nhour
2016,6,174,16,218.3976792792587,1.6,14.725,10660,9263.396467266883,0.3763077578860124,24
2016,6,174,17,419.1349325603127,3.6,14.629999999999999,10629.999999999998,9285.651214967638,0.3771558033616952,24
2016,6,174,18,874.0566171114095,1.7,14.83,10625,9238.897546999644,0.3753755141437486,24
2016,6,174,19,891.7152449680725,1.6,14.84,10695,9236.56968661892,0.37528700543187204,24
2016,6,174,20,252.27723803889384,3.8,14.69,10980,9271.58571691188,0.37661968723794886,24
2016,6,174,21,119.34215723534727,3.6,14.565000000000001,11240,9300.927126949759,0.3777385696666145,24
2016,6,174,22,44.54780384907473,4.5,14.504999999999999,11235,9315.063429941081,0.378278336866622,24
2016,6,174,23,55.63760954370771,2.8,14.5,11230,9316.242995425839,0.37832339694226635,24
2016,6,174,24,29.461214745408036,2.6,14.55,10885.000000000002,9304.458006614304,0.3778733465744364,24
2016,6,175,1,7.102714308469093,3.1,14.530000000000001,10680,9309.169159137307,0.3780532200280299,24
2016,6,175,2,4.105484296275444,2.2,14.47,10595,9323.325372967136,0.3785940146743779,24
2016,6,175,3,4.478516417464499,2.1,14.415,10575,9336.331961153299,0.3790912948432126,24
2016,6,175,4,4.651177048968313,0.4,14.35,10420,9351.7405721315,0.3796809104182768,24
2016,6,175,5,26.775696709232438,0.6,14.28,10440.000000000002,9368.379670295195,0.3803182174614117,24
2016,6,175,6,72.71456250845732,1.2,14.24,10570,9377.908842571469,0.3806834847595149,24
2016,6,175,7,172.50938922518026,0.3,14.19,10675,9389.84196622641,0.38114118928102714,24
2016,6,175,8,357.65422835298153,0.8,14.215,10920,9383.872392782943,0.3809121811979214,24
2016,6,175,9,582.2046224375425,0,14.27,10870.000000000002,9370.760521553053,0.3804094597174657,24
2016,6,175,10,861.5606220198329,0.4,14.34,11335,9354.114711847624,0.37977180570458774,24
2016,6,175,11,697.5702410661994,1.2,15.54,10280,9075.906841949934,0.3692088347777231,24
2016,6,175,12,1390.6364559552196,1.6,14.5,11170,9316.242995425839,0.37832339694226635,24
2016,6,175,13,1457.9309008948544,1.7,14.58,11360,9297.398375143324,0.3776039025144958,24
2016,6,175,14,1433.196402384771,2,14.675,11545,9275.09891675134,0.3767535526658528,24
2016,6,175,15,1301.0089264788926,1.7,14.77,11635,9252.884306103468,0.37590757494751953,24
2016,6,175,16,1564.2317697146386,2.3,14.85,11430,9234.242758085626,0.37519854466492303,24
2016,6,175,17,1051.5086259556808,3.1,14.9,11254.999999999998,9222.622075651067,0.3747569589505008,24
2016,6,175,18,1076.4035209781218,2,14.955,11320,9209.866143247928,0.37427259372052535,24
2016,6,175,19,913.8510012362954,1.1,15.44,11110,9098.585522318092,0.37006314733348317,24
2016,6,175,20,244.22416058350527,3.2,15.245000000000001,11425,9143.068946335223,0.3717423629616485,24
2016,6,175,21,261.64650275862044,7.1,15.2,11460,9153.3834610756,0.37213239028248524,24
2016,6,175,22,96.7774400520785,6.4,15.165,11395,9161.41865591143,0.37243640093584085,24
2016,6,175,23,35.053861721829236,4.8,15.12,11190.000000000002,9171.766107438647,0.37282811750829775,24
2016,6,175,24,12.250898880564947,2.2,15.025,10879.999999999998,9193.671827103757,0.37365821071430705,24
2016,6,176,1,7.605653626691592,1.9,14.879999999999999,10910,9227.267558574713,0.3749334497325253,24
2016,6,176,2,6.325579198953622,0.3,14.815000000000001,10850.000000000002,9242.391085878271,0.375508367174236,24
2016,6,176,3,14.849836244403349,0.6,14.785,10820,9249.384463738645,0.3757743974741901,24
2016,6,176,4,34.24696149907939,0.7,14.809999999999999,10785,9243.55606530323,0.3755526755228574,24
2016,6,176,5,105.62058746622321,0.8,14.87,10670,9229.591694562905,0.3750217668453433,24
2016,6,176,6,160.60751444137333,0.8,14.825,10520,9240.06182678875,0.37541978648845237,24
2016,6,176,7,174.2401414035063,6.4,14.72,10579.999999999998,9264.5656563565,0.3763522829721919,24
2016,6,176,8,364.4873203439648,6.4,14.745000000000001,10680,9258.722054321206,0.376129778234912,24
2016,6,176,9,373.14069971034064,6.4,14.77,10680,9252.884306103468,0.37590757494751953,24
2016,6,176,10,557.1949534318799,1,14.815000000000001,10695,9242.391085878271,0.375508367174236,24
2016,6,176,11,1171.2426507784555,6.1,14.91,10760,9220.300727718903,0.37466878522121566,24
2016,6,176,12,1365.4545744689385,3.8,15.095,10815.000000000002,9177.522721025021,0.3730461498520794,24
2016,6,176,13,1500.5681603468224,2.4,15.239999999999998,10885.000000000002,9144.214090857651,0.37178565254209156,24
2016,6,176,14,1429.9493109117725,2.5,15.375,11010,9113.375026493279,0.3706209245356475,24
2016,6,176,15,1904.3682831289257,2.3,15.605,11080,9061.213864369392,0.36865599375450386,24
2016,6,176,16,1199.6868647185115,3.3,15.73,11240,9033.06424882133,0.3675982571779472,24
2016,6,176,17,651.5775085062811,4.5,15.795,11245.000000000002,9018.481377161013,0.36705103713435244,24
2016,6,176,18,540.0863732188267,3.7,15.805,11265,9016.241182364,0.36696701894381706,24
2016,6,176,19,586.2184702807435,3.9,15.825,11270,9011.76344743249,0.3667991178996322,24
2016,6,176,20,240.35581426528245,2.5,15.81,11265,9015.121416886548,0.36692502677098027,24
2016,6,176,21,214.95197235329368,3.3,15.79,11254.999999999998,9019.601806597915,0.36709306315914847,24
2016,6,176,22,94.19574954042216,2.6,15.774999999999999,11230,9022.964423770081,0.36721920899425853,24
2016,6,176,23,16.339321081255818,2.1,15.715,11100,9036.43485366038,0.3677248104523174,24
2016,6,176,24,7.079937605746941,10.9,15.65,10899.999999999998,9051.063950034371,0.3682743890385753,24
2016,6,177,1,2.197328866479855,10.6,15.585,10730,9065.730749160515,0.3688258926993786,24
2016,6,177,2,1.509331964306837,7.6,15.51,10594.999999999998,9082.700999297173,0.3694646454868768,24
2016,6,177,3,2.9044373114751934,7.4,15.465,10465,9092.907410867345,0.369849137485968,24
2016,6,177,4,12.295751535792137,9.2,15.379999999999999,10325,9112.236015692104,0.3705779491606451,24
2016,6,177,5,9.642542881597711,10.3,15.305,10195,9129.344975892613,0.37122379836683683,24
2016,6,177,6,49.812174492516135,10.4,15.245000000000001,10110,9143.068946335223,0.3717423629616485,24
2016,6,177,7,91.64517593205173,8.6,15.18,10094.999999999998,9157.973628555948,0.3723060402667468,24
2016,6,177,8,129.44900003719064,9.7,15.125,10055,9170.615473446825,0.372784546385646,24
2016,6,177,9,186.7299150477308,10.1,15.1,10055,9176.370938952577,0.37300251980690285,24
2016,6,177,10,342.8349752891546,9,15.105,10110,9175.21938661913,0.3729589015536426,24
2016,6,177,11,442.4264602950276,6.2,15.129999999999999,10150,9169.465068887364,0.3727409870363878,24
2016,6,177,12,377.88930628464,2.6,15.205,10145,9152.236490642064,0.37208900709062104,24
2016,6,177,13,409.22544670779206,3.4,15.25,10190,9141.924029776954,0.37169908506608307,24
2016,6,177,14,265.71500487799955,3.1,15.274999999999999,10230,9136.202864323606,0.3714828707328707,24
2016,6,177,15,432.68754445208185,4.4,15.31,10250,9128.20279016422,0.3711806604035559,24
2016,6,177,16,405.20431591322136,4.2,15.344999999999999,10325,9120.213847548086,0.37087902029746683,24
2016,6,177,17,550.3643160261356,3.5,15.39,10379.999999999998,9109.958673010142,0.3704920331652301,24
2016,6,177,18,440.99394839033425,1.1,15.455,10410,9095.177979118442,0.36993470682670715,24
2016,6,177,19,168.78308319386414,4.5,15.45,10460,9096.313601348262,0.3699775087925827,24
2016,6,177,20,148.88084742388992,4.1,15.455,10450,9095.177979118442,0.36993470682670715,24
2016,6,177,21,123.22261992348119,3.4,15.445,10480,9097.449449061627,0.37002032229363174,24
2016,6,177,22,85.87421658106247,1.6,15.44,10490,9098.585522318092,0.37006314733348317,24
2016,6,177,23,41.707474362285,2,15.434999999999999,10504.999999999998,9099.72182117788,0.37010598391576643,24
2016,6,177,24,13.022298439789997,0.9,15.425,10435,9101.995095948994,0.3701916917221538,24
2016,6,178,1,8.470389503295797,0.6,15.395,10335,9108.820341008559,0.3704490925375319,24
2016,6,178,2,4.507705618820187,1.8,15.370000000000001,10370.000000000002,9114.514263681462,0.3706639115003722,24
2016,6,178,3,7.189512679279394,2.2,15.33,10274.999999999998,9123.6363183859,0.3710082248858869,24
2016,6,178,4,15.457624794202282,1,15.3,10185,9130.48738885635,0.37126694797098225,24
2016,6,178,5,31.31982668569305,1,15.29,10160,9132.772896731172,0.371353282116514,24
2016,6,178,6,56.630388637475576,2.1,15.29,10140,9132.772896731172,0.371353282116514,24
2016,6,178,7,88.06088367989817,2.6,15.3,10140,9130.48738885635,0.37126694797098225,24
2016,6,178,8,134.11211708313823,1.7,15.28,10085,9135.059314274396,0.37143966286945695,24
2016,6,178,9,245.34689329910856,2.8,15.295,10070,9131.630029115253,0.37131010921965374,24
2016,6,178,10,290.2083064740197,3.7,15.3,10145,9130.48738885635,0.37126694797098225,24
2016,6,178,11,511.6669037857823,2.4,15.34,10235,9121.354444330134,0.3709220768771234,24
2016,6,178,12,714.8412328470424,0.6,15.445,10295,9097.449449061627,0.37002032229363174,24
2016,6,178,13,395.062623650071,1.6,15.485,10350.000000000002,9088.368977519614,0.3696781370670383,24
2016,6,178,14,232.84184759266748,1.5,15.47,10405.000000000002,9091.772464726522,0.3698063701038527,24
2016,6,178,15,354.0943133417792,3.3,15.465,10485,9092.907410867345,0.369849137485968,24
2016,6,178,16,347.7997085031109,5.6,15.485,10540,9088.368977519614,0.3696781370670383,24
2016,6,178,17,202.14744611450294,1.6,15.485,10570,9088.368977519614,0.3696781370670383,24
2016,6,178,18,155.48075449218652,5,15.465,10500,9092.907410867345,0.369849137485968,24
2016,6,178,19,106.39055068240768,3.9,15.44,10555,9098.585522318092,0.37006314733348317,24
2016,6,178,20,94.27148157278738,2.4,15.405000000000001,10530,9106.544355382122,0.37036324600394843,24
2016,6,178,21,70.94451589111164,7.4,15.365,10415,9115.653727317644,0.37070691005846473,24
2016,6,178,22,299.1153553686893,6.8,15.335,10395,9122.495267922432,0.3709651450720456,24
2016,6,178,23,40.67741106488342,6.1,15.31,10330,9128.20279016422,0.3711806604035559,24
2016,6,178,24,8.596750663816628,6.1,15.254999999999999,10219.999999999998,9140.779341122305,0.3716558188517213,24
2016,6,179,1,3.392419035327622,7.2,15.21,10100,9151.08974866107,0.37204563561306736,24
2016,6,179,2,3.351322909299495,8,15.135,10015,9168.31489369799,0.3726974394568219,24
2016,6,179,3,4.978036229284331,7.1,15.08,9934.999999999998,9180.979446291829,0.37317711077619325,24
2016,6,179,4,5.453041573316918,2.1,15.04,9870.000000000002,9190.207504196393,0.3735268596767985,24
2016,6,179,5,32.414190632835655,0,14.985,9840,9202.920175239904,0.3740090017178064,24
2016,6,179,6,111.61265514842167,4.1,14.955,9774.999999999998,9209.866143247928,0.37427259372052535,24
2016,6,179,7,213.1873213292097,6.2,14.915,9760,9219.140401917515,0.37462471625887145,24
2016,6,179,8,233.59473890165935,7.3,14.915,9835,9219.140401917515,0.37462471625887145,24
2016,6,179,9,767.1189441606239,5.8,14.965,9935,9207.549895120621,0.37418468215986583,24
2016,6,179,10,1069.917244562084,4.1,15.045,10055,9189.053190932686,0.3734830996755653,24
2016,6,179,11,707.0871764124145,4.5,15.125,10155.000000000002,9170.615473446825,0.372784546385646,24
2016,6,179,12,491.6218443555494,1.6,15.184999999999999,10250,9156.82574370142,0.37226261018078777,24
2016,6,179,13,426.87294114453067,0.5,15.25,10315.000000000002,9141.924029776954,0.37169908506608307,24
2016,6,179,14,907.8952866345531,1.1,15.34,10445,9121.354444330134,0.3709220768771234,24
2016,6,179,15,1563.8357193939585,1.1,15.495000000000001,10445,9086.101111462382,0.36959270593088933,24
2016,6,179,16,332.22339065565234,5,15.524999999999999,10650,9079.302909998207,0.36933668846833634,24
2016,6,179,17,980.7085902373751,6.5,15.55,10800,9073.643918703443,0.3691236563402564,24
2016,6,179,18,349.39053651143854,5.1,15.56,10879.999999999998,9071.381892593701,0.3690385237541465,24
2016,6,179,19,588.387046619419,4,15.58,10945,9066.86052987569,0.36886839602067883,24
2016,6,179,20,211.92408752389176,4,15.575,10915,9067.990534516963,0.368910910783206,24
2016,6,179,21,118.10451177358485,3.3,15.58,10910,9066.86052987569,0.36886839602067883,24
2016,6,179,22,116.41396862346595,4.5,15.54,10875,9075.906841949934,0.3692088347777231,24
2016,6,179,23,146.5168012058834,4,15.504999999999999,10835,9083.83414517583,0.36950732080500887,24
2016,6,179,24,7.6194765337880925,3.1,15.47,10765,9091.772464726522,0.3698063701038527,24
2016,6,180,1,3.5279269766636476,3.3,15.425,10690,9101.995095948994,0.3701916917221538,24
2016,6,180,2,1.8247310144822497,3.3,15.36,10490,9116.793417461995,0.370749920213572,24
2016,6,180,3,2.7454324250308537,5.9,15.29,10160,9132.772896731172,0.371353282116514,24
2016,6,180,4,10.471114309160294,6.5,15.215,1e4,9149.943235071094,0.372002275846141,24
2016,6,180,5,21.018698496187987,6,15.15,9875,9164.865743740738,0.37256686729928307,24
2016,6,180,6,71.40081762101504,5.6,15.094999999999999,9810,9177.522721025021,0.3730461498520794,24
2016,6,180,7,49.438285224087295,5.4,15.04,9765,9190.207504196393,0.3735268596767985,24
2016,6,180,8,47.49361882780191,2,14.995000000000001,9710,9200.606702495425,0.3739212327766351,24
2016,6,180,9,126.76926562157344,3.1,14.95,9710,9211.024614575086,0.3743165673488464,24
2016,6,180,10,178.02012024687377,3.4,14.94,9730,9213.342252067641,0.37440455032017517,24
2016,6,180,11,274.6965958113619,3.4,14.895,9750,9223.783097906344,0.3748010637249449,24
2016,6,180,12,374.0612383957047,4,14.87,9765,9229.591694562905,0.3750217668453433,24
2016,6,180,13,286.6620592118897,4.7,14.84,9835,9236.56968661892,0.37528700543187204,24
2016,6,180,14,240.03639697489103,3.1,14.825,9879.999999999998,9240.06182678875,0.37541978648845237,24
2016,6,180,15,271.7947245217205,3.6,14.795,9930,9247.052403852089,0.37568567263691205,24
2016,6,180,16,221.86037357940745,3.6,14.754999999999999,9975.000000000002,9256.386253016164,0.37604086077247806,24
2016,6,180,17,213.65049342503568,2.1,14.735,10004.999999999998,9261.058792237196,0.37621874392932003,24
2016,6,180,18,491.8117482381585,5.2,14.735,10110,9261.058792237196,0.37621874392932003,24
2016,6,180,19,407.94470265768894,5.2,14.73,10175,9262.22751258133,0.37626324487298557,24
2016,6,180,20,190.45643997844775,4.4,14.715,10175,9265.735079913655,0.37639682013531706,24
2016,6,180,21,74.75811762920806,5.1,14.67,10165,9276.270453349493,0.37679819869234527,24
2016,6,180,22,124.39710232515266,5.9,14.64,10135.000000000002,9283.304612205773,0.37706632939814133,24
2016,6,180,23,40.88690084168051,1.2,14.61,10125,9290.347248242819,0.3773348970642038,24
2016,6,180,24,13.984970087628302,1.4,14.585,10040,9296.222597101896,0.37755903783608663,24
2016,6,181,1,7.1333475426265744,3,14.54,10040,9306.813109382038,0.37796325887276855,24
2016,6,181,2,1.373169155804673,1.5,14.515,9940.000000000002,9312.705010486647,0.3781882534347788,24
2016,6,181,3,8.33859400380848,1.3,14.47,9870.000000000002,9323.325372967136,0.3785940146743779,24
2016,6,181,4,23.889703595408843,0.7,14.425,9809.999999999998,9333.964984331658,0.379000769623718,24
2016,6,181,5,61.62295739768821,0.5,14.379999999999999,9795,9344.62389127758,0.3794085210926903,24
2016,6,181,6,99.42250840216624,5.2,14.35,9795,9351.7405721315,0.3796809104182768,24
2016,6,181,7,284.3508310297728,5.2,14.32,9809.999999999998,9358.865863520481,0.37995374472996835,24
2016,6,181,8,235.9682819966586,3.3,14.305,9815,9362.431742519266,0.380090329017418,24
2016,6,181,9,419.8494757674213,4.6,14.33,9905.000000000002,9356.489808805036,0.37986275046480605,24
2016,6,181,10,694.7222731300155,4,14.344999999999999,9934.999999999998,9352.927522366597,0.37972635187913295,24
2016,6,181,11,529.7398164642652,3.5,14.385000000000002,10040,9343.438613960638,0.3793631660755374,24
2016,6,181,12,1761.5125426210984,5.7,14.475,10170,9322.144382982426,0.378548881071436,24
2016,6,181,13,1129.1802694362773,5.9,14.55,10325,9304.458006614304,0.3778733465744364,24
2016,6,181,14,640.627570239082,5.1,14.575,10480,9298.574389422552,0.37764877937650326,24
2016,6,181,15,512.2863320934981,5.3,14.61,10550,9290.347248242819,0.3773348970642038,24
2016,6,181,16,661.8923013370878,5,14.68,10600,9273.92761518759,0.37670891875049106,24
2016,6,181,17,936.7128686324513,6.6,14.73,10710,9262.22751258133,0.37626324487298557,24
2016,6,181,18,306.26717234694166,5.5,14.745000000000001,10754.999999999998,9258.722054321206,0.376129778234912,24
2016,6,181,19,337.14117339273554,4.6,14.774999999999999,10795,9251.71745822728,0.37586317042238215,24
2016,6,181,20,104.23180803676861,5.2,14.77,10750,9252.884306103468,0.37590757494751953,24
2016,6,181,21,236.15825772649126,3.3,14.76,10705,9255.2187034353,0.37599642011878437,24
2016,6,181,22,116.16722308954279,5.4,14.735,10640,9261.058792237196,0.37621874392932003,24
2016,6,181,23,37.94949309352751,4.5,14.684999999999999,10540,9272.756548595531,0.37666429694245696,24
2016,6,181,24,18.654420454133835,5,14.625,10430,9286.824869722099,0.37720055855967566,24
2016,6,182,1,6.43235029936057,4.1,14.555,10365,9303.280810191165,0.3778284087370365,24
2016,6,182,2,2.539133182467527,5.8,14.49,10290,9318.60283823043,0.37841355383221154,24
2016,6,182,3,3.3462984951670762,4.2,14.440000000000001,10225.000000000002,9330.416305565233,0.37886507405511205,24
2016,6,182,4,7.270225109582446,3.5,14.395,10100.000000000002,9341.068775453747,0.37927249303821065,24
2016,6,182,5,15.187059860050304,4.9,14.335,9935,9355.302140638702,0.3798172718985191,24
2016,6,182,6,47.06212985543281,5.3,14.274999999999999,9850,9369.569975848717,0.3803638323799434,24
2016,6,182,7,126.03726663584673,4.5,14.24,9820,9377.908842571469,0.3806834847595149,24
2016,6,182,8,152.80488484235502,5.4,14.205,9735,9386.259498917185,0.3810037470064521,24
2016,6,182,9,241.2282066117144,5.6,14.17,9754.999999999998,9394.621967173543,0.38132462046003046,24
2016,6,182,10,214.10319580406173,5.7,14.14,9745.000000000002,9401.799215355682,0.38160014233654466,24
2016,6,182,11,166.16917312299958,4.9,14.13,9785,9404.193565973996,0.38169208311625996,24
2016,6,182,12,487.88947209067084,5.8,14.155000000000001,9895,9398.209503565606,0.3814623250909512,24
2016,6,182,13,701.1202863475407,6.5,14.205,9995.000000000002,9386.259498917185,0.3810037470064521,24
2016,6,182,14,876.8974868807945,6.5,14.235,10105,9379.101071145062,0.3807291991390511,24
2016,6,182,15,366.3562248841708,6.8,14.245000000000001,10125,9376.716854602331,0.38063778282624694,24
2016,6,182,16,230.3813156689191,6.8,14.23,10155.000000000002,9380.293540388046,0.380774925968757,24
2016,6,182,17,293.0731395168306,5.2,14.21,10184.999999999998,9385.065825352927,0.3809579578673405,24
2016,6,182,18,134.2621195701985,6.5,14.16,10150,9397.013416477828,0.3814164110397953,24
2016,6,182,19,154.14969715269814,7.4,14.11,10100,9408.985172182976,0.38187611509533104,24
2016,6,182,20,87.36660597154578,6.1,14.06,10065,9420.981157810515,0.3823370739579291,24
2016,6,182,21,45.684095104228305,4.5,14,9995.000000000002,9435.408416371882,0.3828918864796666,24
2016,6,182,22,24.79760112637564,5.3,13.940000000000001,9870.000000000002,9449.87077409347,0.3834485184112775,24
2016,6,182,23,10.687925576054317,5.2,13.879999999999999,9770,9464.368345080105,0.384006976596236,24
2016,6,182,24,2.1788233693142414,5.6,13.815000000000001,9640,9480.113917030108,0.3846140418035444,24
2016,7,183,1,0.6562048279934374,6,13.75,9500,9495.901096301986,0.3852232671404814,24
2016,7,183,2,0.3935695554928997,5.9,13.684999999999999,9420,9511.730029712979,0.385834661397914,24
2016,7,183,3,1.5960793582793054,6.3,13.615,9325,9528.823437959309,0.3864955216998196,24
2016,7,183,4,4.365701231806851,4.7,13.56,9230,9542.288184965893,0.38701654811416397,24
2016,7,183,5,7.305774242032944,5.9,13.49,9140,9559.468832125622,0.3876819460657618,24
2016,7,183,6,13.211616771605403,5.8,13.39,9060,9584.097856407634,0.38863695220861344,24
2016,7,183,7,16.39285622562333,6,13.274999999999999,9045,9612.545854435279,0.3897417017378969,24
2016,7,183,8,16.867719671157623,7.5,13.2,9105,9631.171098954857,0.3904659549977334,24
2016,7,183,9,32.50163603802533,6.9,13.14,9085,9646.11252256191,0.3910475085002123,24
2016,7,183,10,66.0479346976139,7.7,13.05,9080,9668.593652823956,0.3919234403145723,24
2016,7,183,11,61.49423534233034,8.6,13.015,9070,9677.358749366134,0.39226525211111113,24
2016,7,183,12,71.77378418085245,8.2,12.97,9105,9688.64667699141,0.39270569191132154,24
2016,7,183,13,76.22982703955648,8.4,12.91,9140,9703.72973598249,0.393294642989692,24
2016,7,183,14,101.54032089615804,8.8,12.844999999999999,9145,9720.111746763012,0.39393487091817964,24
2016,7,183,15,85.98700461713737,8.5,12.785,9195,9735.272530992199,0.39452788684661744,24
2016,7,183,16,100.23760109234945,8.9,12.73,9210,9749.202853835948,0.39507320844341204,24
2016,7,183,17,149.7787716032342,6.4,12.68,9260,9761.894205368115,0.39557039092578333,24
2016,7,183,18,52.28164471976789,6.3,12.615,9274.999999999998,9778.432126948654,0.39621877930073734,24
2016,7,183,19,48.797107985531206,6.3,12.55,9165,9795.014467336381,0.3968694949589687,24
2016,7,183,20,26.15131100298241,8.1,12.5,9105,9807.800439182893,0.3973716349832991,24
2016,7,183,21,13.601247230513192,6.3,12.42,9035,9828.313039481116,0.3981779454998919,24
2016,7,183,22,8.346737713542527,5.5,12.370000000000001,9010,9841.167931495429,0.39868370028767586,24
2016,7,183,23,6.172175133574347,5,12.33,9090,9851.471021694086,0.39908931047092816,24
2016,7,183,24,2.699340093336712,3.9,12.295,9065.000000000002,9860.50024059305,0.3994449550587088,24
2016,7,184,1,0.6619809959130097,4.8,12.21,8985,9882.482961755675,0.40031153133931124,24
2016,7,184,2,0.6371401540871809,3.9,12.17,8910,9892.854623957879,0.4007207424222205,24
2016,7,184,3,0.8424897194586592,3.5,12.120000000000001,8820,9905.843446418248,0.4012335302462026,24
2016,7,184,4,2.743132338069911,3,12.085,8765,9914.951687396671,0.401593326106654,24
2016,7,184,5,12.82423693507161,3,12.024999999999999,8700,9930.596677339632,0.4022117416034891,24
2016,7,184,6,24.892589465033247,3.7,11.925,8585,9956.758603301563,0.40324700684470327,24
2016,7,184,7,47.684424208336516,4.3,11.77,8475.000000000002,9997.525612374897,0.40486303655868605,24
2016,7,184,8,104.08362456363764,3.7,11.6,8605,10042.54215726664,0.4066514851612503,24
2016,7,184,9,127.48930789710985,4.6,11.545,8705,10057.174979391522,0.4072337187020831,24
2016,7,184,10,249.15456532043837,5.9,11.545,8775,10057.174979391522,0.4072337187020831,24
2016,7,184,11,278.14214776890424,5.5,11.57,8850,10050.519520890099,0.40696884694680785,24
2016,7,184,12,515.3322041524079,6.4,11.605,8960,10041.21356991829,0.40659864283569247,24
2016,7,184,13,520.1593526120824,5.8,11.64,9059.999999999998,10031.92123447705,0.406229156421688,24
2016,7,184,14,590.5452067090349,6.3,11.745000000000001,9140,10004.125658175428,0.40512498820853754,24
2016,7,184,15,667.657823242524,5.9,11.82,9254.999999999998,9984.34616206173,0.4043402203099969,24
2016,7,184,16,592.8784082016473,5.4,11.85,9385,9976.45167677916,0.4040272247975812,24
2016,7,184,17,662.7560939576285,5.5,11.855,9545,9975.136889127938,0.40397510941325365,24
2016,7,184,18,367.9221913199611,4.9,11.835,9655.000000000002,9980.39768481399,0.40418365755466784,24
2016,7,184,19,236.70261703624715,5.5,11.815000000000001,9719.999999999998,9985.6628702111,0.40439243680407644,24
2016,7,184,20,214.16105980101472,5.2,11.81,9720,9986.979853021494,0.40444466775995497,24
2016,7,184,21,136.964627578604,6.1,11.8,9690.000000000002,9989.614642925271,0.4045491730746686,24
2016,7,184,22,70.09840315283324,4.9,11.77,9645,9997.525612374897,0.40486303655868605,24
2016,7,184,23,25.018637782735087,3.4,11.66,9540,10026.61743146452,0.40601834297569783,24
2016,7,184,24,8.347887196055801,3.2,11.56,9620.000000000002,10053.180868530852,0.4070747515843218,24
2016,7,185,1,2.857934115162032,3.3,11.725000000000001,9620,10009.41065739994,0.4053348109219908,24
2016,7,185,2,4.579041225669122,2.3,11.675,9575,10022.642488220015,0.4058603861884485,24
2016,7,185,3,4.545847040494484,4.4,11.58,9280.000000000002,10047.859286877145,0.4068630010207405,24
2016,7,185,4,14.221136286403945,3.7,11.495000000000001,9220,10070.506815490455,0.4077645652684166,24
2016,7,185,5,24.403674855960563,3.4,11.41,9145,10093.235138770351,0.40867039064926786,24
2016,7,185,6,16.8549706885429,1.7,11.239999999999998,9315.000000000002,10138.935697771993,0.41049491227170487,24
2016,7,185,7,44.2798172915902,4.1,11.245000000000001,9145,10137.58690024586,0.4104410036965459,24
2016,7,185,8,80.5089914558754,4.1,11.3,9055,10122.76881918121,0.4098489962313353,24
2016,7,185,9,148.25964165623122,4.1,11.29,8955,10125.460469225629,0.40995649951448854,24
2016,7,185,10,103.98191811541892,5.2,11.175,9050,10156.495897247905,0.41119708781772,24
2016,7,185,11,390.36717705871934,5.7,10.995000000000001,9295,10205.375673595101,0.4131548609111298,24
2016,7,185,12,478.5098735196892,4,11.030000000000001,9344.999999999998,10195.842213673252,0.4127726473646146,24
2016,7,185,13,409.3200951715737,3.2,11.010000000000002,9410,10201.288182023785,0.41299096404298846,24
2016,7,185,14,408.8102166601108,2.9,10.98,9405.000000000002,10209.465752115419,0.4133188945083222,24
2016,7,185,15,484.5941918476029,2.8,10.989999999999998,9495.000000000002,10206.738745556066,0.41320952357872825,24
2016,7,185,16,678.6587057147789,6.1,10.95,9680,10217.653678652256,0.41364737237726223,24
2016,7,185,17,521.4511501434131,6,10.915,9835,10227.219372117248,0.4140312897162483,24
2016,7,185,18,366.01105471048504,5.7,10.835,10025,10249.136983756061,0.41491162620651373,24
2016,7,185,19,484.378448822461,8.1,10.75,10175,10272.50580252046,0.41585128612872235,24
2016,7,185,20,425.68505834149016,8.3,10.665,10265,10295.958833673147,0.41679540067789045,24
2016,7,185,21,187.69456734964228,8,10.55,10260,10327.824158812658,0.4180798622733453,24
2016,7,185,22,80.19972898842789,7.2,10.54,10230,10330.602408910563,0.4181919436880271,24
2016,7,185,23,41.91678788338233,4.5,10.53,10010,10333.381838332245,0.4183040875232,24
2016,7,185,24,34.46107786768943,4.3,10.5,9925,10341.727209140003,0.4186408939168082,24
2016,7,186,1,14.322427602529496,2.2,10.455,9840,10354.265216612741,0.41914715962669047,24
2016,7,186,2,22.76379935223686,4.2,10.395,9840,10371.019896197728,0.41982415717861177,24
2016,7,186,3,23.20853919236421,4.7,10.36,9710,10380.813216108872,0.4202201184645326,24
2016,7,186,4,17.0887545375881,5.3,10.3,9700,10397.635731537499,0.420900707857662,24
2016,7,186,5,76.60138425015082,1.1,10.49,9774.999999999998,10344.511362459361,0.4187532877991272,24
2016,7,186,6,117.44812909529084,3.8,10.61,9700,10311.179387128252,0.41740868257199215,24
2016,7,186,7,428.15491600655173,2.9,10.66,9690,10297.341054823137,0.41685107603032195,24
2016,7,186,8,378.6568654637738,1.2,10.71,9710,10283.532008525273,0.4162950190640526,24
2016,7,186,9,491.2110597801446,3.2,10.725,9720,10279.394993190588,0.4161285034612699,24
2016,7,186,10,1214.46037295064,5.7,10.745000000000001,9754.999999999998,10273.883057545629,0.41590669874922365,24
2016,7,186,11,349.48156615899603,5.6,10.76,9810,10269.752166563356,0.4157405071249408,24
2016,7,186,12,603.3768711183959,6.7,10.815000000000001,9899.999999999998,10254.627974267789,0.41513232307670234,24
2016,7,186,13,255.11121128279325,5.8,10.85,9945,10245.021786292555,0.4147462646061931,24
