year,month,yday,hour,par,wspeed,temp,do_eq,sch_conv,do,T_S,D_M
2012,6,170,4,11.967512671979263,1.9,11.344999999999999,10110.670373907753,0.4093659693896873,11980.445053535119,1,8
2012,6,170,5,57.8805736913491,1.9,11.295,10124.114502861461,0.40990274041159974,11984.408243206974,1,8
2012,6,170,6,135.68046471648853,3,11.274999999999999,10129.500065207765,0.41011786640361547,11974.878569423316,1,8
2012,6,170,7,242.25498173040833,3.7,11.25,10136.238386190169,0.41038711008875417,11980.352384636948,1,8
2012,6,170,8,364.1640856987725,3.7,11.27,10130.847163093415,0.41017168524171954,12044.938774261049,1,8
2012,6,170,9,443.79598827985245,4.3,11.309999999999999,10120.078299559556,0.40974155262079903,12147.358126454003,1,8
2012,6,170,10,590.9020920090809,4,11.364999999999998,10105.300619929629,0.40915167781370626,12321.688293806186,1,8
2012,6,170,11,441.7151722960417,5.1,11.43,10087.880009115459,0.408456870755731,12402.275263362415,1,8
2012,6,170,12,670.3974561530982,5.6,11.530000000000001,10061.171599384774,0.4073928181200032,12428.056238295794,1,8
2012,6,170,13,692.7502682823765,4.6,11.605,10041.21356991829,0.40659864283569247,12388.065515653963,1,8
2012,6,170,14,512.6495959042794,4.9,11.735,10006.767606033673,0.4052298705009953,12249.950597259025,1,8
2012,6,170,15,632.5928432973741,6.4,11.835,9980.39768481399,0.40418365755466784,12268.448830635767,1,8
2012,6,170,16,730.3702936461619,5.9,11.965,9946.280762728013,0.4028322131629577,12171.44672727153,1,8
2012,6,170,17,679.433871827927,6.5,12.085,9914.951687396671,0.401593326106654,12283.1355907762,1,8
2012,6,170,18,628.1346332403722,6.6,12.16,9895.450231387451,0.4008231866297914,12319.654623967594,1,8
2012,6,170,19,409.8053067203061,6.2,12.17,9892.854623957879,0.4007207424222205,12502.53095921658,1,8
2012,6,170,20,343.31150323759556,4.9,12.175,9891.557224284314,0.40066954154910134,12301.187033261984,1,8
2012,6,170,21,290.23864637929114,4.3,12.155000000000001,9896.748439291978,0.4008744299728994,12296.45665381921,1,8
2012,6,170,22,90.51894797458685,3.6,12.11,9908.444449474686,0.40133625802014355,12370.757754311515,1,8
2012,6,170,23,52.568021267337464,2.4,12.07,9918.859276750452,0.4017477376361745,12170.376009076486,1,8
2012,6,170,24,41.26568152741238,1.1,12.04,9926.681769705572,0.40205694526720037,12091.535612689197,1,8
